tconst,nconst,director_id
tt2185503,nm1589704,23079
tt21855432,nm12733345,19115
tt21857646,nm6165225,50279
tt21857646,nm7414741,53330
tt21857646,nm3008682,33882
tt21857646,nm3379145,36774
tt21857646,nm3246387,35644
tt21857646,nm8661241,55930
tt21857646,nm0907006,12424
tt21859110,nm2301213,29232
tt21859752,nm4691762,44521
tt2186126,nm0744924,10302
tt21861486,nm12030735,17873
tt21861978,nm13618733,20542
tt21862060,nm1066081,14982
tt21862486,nm7253286,52936
tt21862590,\N,0
tt21862626,nm2639032,31670
tt2186358,nm4764983,44916
tt2186426,nm1221392,18212
tt2186474,nm5089004,46309
tt2186562,nm0343185,5144
tt2186566,nm1312629,19758
tt2186663,nm1746009,24415
tt2186665,nm2735137,32263
tt2186675,nm2127179,27950
tt2186691,nm2518939,30886
tt2186711,nm1784201,24796
tt2186712,nm1976847,26607
tt2186715,nm2410081,30181
tt2186715,nm0518070,7544
tt2186723,nm4366753,42958
tt2186731,nm0890060,12208
tt21867370,nm2463304,30571
tt21867430,nm8418291,55418
tt21867430,nm0600780,8552
tt21867430,nm2923572,33370
tt21867590,nm6090083,50045
tt2186766,nm1359664,20515
tt2186781,nm1135014,16500
tt2186783,nm0247246,3931
tt2186783,nm3951994,40740
tt2186812,nm1219963,18188
tt2186819,nm1168564,17186
tt2186848,nm4395656,43098
tt21868598,nm3375413,36751
tt21868650,nm0469616,6877
tt2186873,nm0959881,13155
tt2186875,nm0946875,12919
tt2186883,nm1377508,20780
tt2186902,nm0023119,1027
tt21869198,nm0469616,6877
tt2186933,nm1343477,20230
tt2186939,nm2737486,32282
tt2186940,nm5060428,46188
tt2187003,nm4857370,45318
tt2187037,nm0705757,9867
tt2187047,nm2614127,31540
tt2187052,nm5678101,48712
tt2187052,nm5068227,46224
tt2187052,nm2066225,27429
tt2187052,nm0384259,5671
tt2187052,nm5081743,46283
tt2187052,nm5485322,47998
tt2187055,nm0100868,2032
tt2187071,nm0941708,12838
tt2187099,nm3345617,36551
tt2187115,nm0626754,8912
tt21871230,nm0450347,6598
tt21871240,nm12467052,18674
tt2187137,nm0415617,6121
tt2187139,nm3424685,37115
tt2187149,nm0904192,12385
tt2187153,nm1436693,21669
tt21871586,nm13959995,21097
tt21871700,nm4061029,41326
tt2187203,nm1394119,21071
tt2187209,nm4857521,45319
tt2187209,nm0443070,6500
tt2187209,nm0844038,11597
tt2187322,nm0219643,3596
tt21873362,nm13416829,20210
tt21873708,nm9117401,56718
tt21874142,nm13975477,21119
tt21874142,nm13975476,21118
tt21874142,nm13975475,21117
tt21874142,nm7274630,52978
tt2187444,nm4097598,41496
tt21874530,nm1598332,23157
tt21875194,nm11554226,16907
tt21875202,nm11554226,16907
tt2187548,nm2856917,33026
tt21875610,nm9818935,57871
tt2187862,nm2217604,28607
tt2187884,nm5090157,46321
tt21879656,nm4342162,42830
tt21879656,nm7977952,54530
tt21879738,nm11404101,16616
tt21879738,nm9485936,57360
tt21879984,nm6363756,50849
tt21880272,nm13382847,20159
tt21880330,nm4645845,44326
tt21880330,nm13652769,20593
tt2188220,nm0818398,11281
tt2188560,nm1778465,24749
tt2188655,nm1350587,20358
tt2188717,nm2572627,31245
tt2188723,nm0994537,13335
tt2188741,nm0249189,3953
tt2188746,nm3552979,38026
tt2188753,nm0320546,4834
tt2188801,nm0536705,7762
tt2188805,nm1586798,23052
tt2188831,nm4858440,45320
tt2188831,nm0824001,11355
tt2188856,nm5085538,46301
tt2188860,nm2754122,32376
tt2188877,nm3041253,34080
tt2188877,nm3690543,39098
tt2188885,nm3195705,35072
tt2188907,nm4673860,44441
tt2188925,nm1618717,23256
tt2188967,nm0794779,10986
tt2189290,nm4461060,43472
tt2189290,nm4517220,43747
tt2189290,nm4460533,43468
tt2189356,nm5374476,47505
tt2189714,nm0227187,3697
tt2189752,nm0459585,6745
tt2189778,nm0800086,11050
tt2189858,nm5089146,46313
tt2189978,nm2121851,27909
tt2190165,nm1818032,25074
tt2190180,nm2486209,30701
tt2190193,nm4860965,45335
tt2190221,nm1471017,22015
tt2190232,nm0161295,2876
tt2190251,nm4859507,45328
tt2190280,nm5088234,46306
tt2190332,nm4339979,42811
tt2190367,nm2207625,28548
tt2190403,nm4092300,41474
tt2190421,nm3776295,39683
tt2190435,nm2861298,33059
tt2190451,nm2793828,32638
tt2190467,nm2999308,33833
tt2190469,nm4860140,45330
tt2190475,nm4154470,41829
tt2190483,nm3384558,36794
tt2190492,nm0057347,1490
tt21905074,nm13959995,21097
tt2190534,nm0437526,6395
tt21906206,nm0646987,9173
tt21907554,nm2465518,30589
tt2190796,nm0448273,6568
tt2190838,nm3009132,33886
tt2190862,nm4958076,45744
tt2190866,nm5088287,46307
tt2190866,nm5087058,46305
tt2190946,nm2427952,30313
tt21909900,nm3535055,37900
tt21909950,nm5057444,46163
tt2191082,nm0496312,7226
tt21912200,nm8618769,55855
tt21912460,nm5723767,48893
tt2191302,nm4136881,41710
tt21913198,nm13959995,21097
tt2191328,nm0446785,6552
tt2191332,nm1959064,26429
tt21913376,nm8618769,55855
tt21913730,nm2549659,31071
tt21913800,nm11787863,17392
tt2191400,nm1061993,14898
tt21914236,nm4523265,43774
tt21914998,nm3625801,38566
tt2191580,nm3417987,37063
tt2191605,nm4158321,41859
tt2191612,nm5018138,45995
tt21916206,nm0929660,12702
tt2191621,nm0908148,12439
tt2191665,nm2315287,29345
tt2191675,nm1975446,26591
tt21916920,nm13985485,21130
tt2191696,\N,0
tt2191701,nm0240797,3860
tt2191715,nm1977735,26620
tt2191721,nm1462820,21944
tt2191737,nm0355318,5312
tt2191737,nm1184573,17490
tt2191765,nm0724938,10073
tt2191775,nm3840709,40087
tt2191803,nm3200398,35097
tt2191822,nm0994370,13315
tt2191853,nm0160840,2863
tt2191853,nm1293285,19475
tt2191853,nm1228976,18360
tt2191861,nm4371472,42988
tt2191865,nm1899619,25905
tt2191865,nm0204363,3416
tt2191880,nm5093459,46337
tt2191888,nm1556132,22814
tt21919270,nm1350566,20356
tt21919632,nm7379431,53238
tt2192016,nm1094036,15580
tt2192200,nm1137629,16556
tt21923314,nm13545436,20432
tt21924064,nm0519117,7558
tt21925030,nm2283153,29066
tt2192580,nm0291918,4487
tt2192582,nm2449509,30485
tt2192624,nm3153335,34764
tt21926908,nm8823513,56203
tt21927702,nm3943680,40688
tt2192794,nm0038238,1226
tt2192888,nm0391502,5755
tt2193079,nm0309209,4692
tt2193085,nm0953494,13054
tt2193126,nm2390266,30025
tt2193145,nm4862802,45342
tt2193161,nm1284318,19314
tt2193167,nm0232003,3758
tt2193191,nm0317368,4792
tt2193215,nm0000631,142
tt2193225,nm4863376,45343
tt21932256,nm0003116,489
tt2193249,nm2625972,31617
tt2193265,nm0578446,8271
tt2193269,nm0159116,2837
tt2193273,nm0159116,2837
tt21932820,nm13993037,21144
tt21933110,nm2755970,32397
tt21933142,nm3945563,40696
tt21933142,nm3937463,40640
tt2193324,nm3399115,36880
tt2193356,nm5090069,46320
tt2193364,nm5685343,48745
tt2193368,nm2030828,27106
tt2193418,nm1879225,25693
tt21934250,nm7517649,53598
tt2193450,nm2944894,33503
tt21934862,nm9749849,57746
tt2193782,nm0040939,1277
tt21938042,nm2356856,29725
tt2193814,nm5091667,46328
tt21941808,nm5792208,49089
tt21943394,nm13997723,21152
tt2194416,nm0626090,8902
tt21944160,nm8003618,54580
tt2194497,nm0896459,12278
tt2194499,nm0193485,3295
tt2194517,nm4864425,45344
tt2194542,nm3796482,39810
tt2194724,nm0793840,10973
tt2194724,nm3578010,38217
tt2194752,nm5091919,46329
tt2194760,nm3236412,35536
tt2194768,nm4698039,44558
tt2194768,nm5099985,46361
tt2194826,nm3101882,34438
tt2194988,nm0071070,1638
tt21950514,nm1156199,16925
tt21951242,nm12374468,18522
tt21952430,nm3205229,35155
tt2195320,nm3241304,35597
tt21953928,nm7886010,54317
tt21954396,nm12747189,19142
tt21954396,nm12679662,19021
tt2195448,nm2563700,31189
tt2195474,nm0073884,1666
tt2195490,nm4975262,45813
tt2195498,nm1814880,25060
tt2195548,nm0337773,5075
tt2195552,nm1318602,19843
tt2195592,nm1549625,22747
tt21957808,nm1035081,14249
tt2195804,nm2463500,30573
tt21958440,nm4305709,42687
tt21958524,nm7554564,53672
tt2195879,nm1865954,25575
tt2195896,nm0335489,5053
tt21958986,nm0885864,12160
tt21959306,nm6179641,50323
tt21959310,\N,0
tt2195937,nm4865848,45349
tt2195937,nm4174859,41955
tt21959390,nm4210251,42179
tt21959498,nm6506138,51247
tt21959498,nm4210251,42179
tt2195951,nm3032813,34017
tt2195968,nm2076771,27494
tt2195998,nm3786042,39744
tt2196005,nm1971984,26562
tt2196053,nm2523512,30915
tt2196059,nm3039005,34067
tt2196073,nm3814077,39917
tt21960794,nm10851807,15398
tt2196104,nm0580518,8297
tt21962250,nm8554384,55699
tt2196236,nm4731418,44749
tt2196488,nm2438008,30400
tt2196560,nm3602477,38395
tt2196724,nm2524803,30920
tt2196764,nm3370930,36706
tt21968374,nm3504356,37675
tt2196844,nm1471998,22021
tt2196844,nm1472573,22029
tt2196848,nm0937321,12789
tt21969888,nm14008038,21164
tt2197088,nm5099330,46358
tt2197178,nm5100317,46366
tt2197178,nm2947581,33518
tt21973118,nm12018028,17841
tt2197378,nm0594539,8485
tt21973864,nm11902882,17611
tt21974122,nm2985554,33762
tt21974146,nm10900182,15492
tt21974500,nm0657357,9291
tt2197566,nm3387800,36811
tt2197748,nm5007200,45954
tt2197776,nm4607595,44199
tt2197809,nm0675751,9498
tt2197881,nm2483722,30688
tt2197884,nm1626854,23339
tt2197884,nm3096586,34422
tt2197893,nm3112509,34521
tt2197905,nm3017208,33939
tt2197909,nm2025290,27056
tt21979094,nm11237219,16251
tt21979094,nm13825925,20871
tt21979094,nm12665534,18980
tt21979094,nm13836414,20889
tt2197936,nm0690602,9675
tt2197955,nm4451023,43399
tt2198022,nm1056661,14768
tt2198109,nm1875051,25656
tt2198139,nm4005333,41059
tt2198161,nm2639966,31675
tt2198187,nm0617109,8770
tt2198191,nm0262026,4095
tt2198235,nm1193115,17664
tt2198241,nm2357819,29730
tt2198243,nm1414846,21373
tt2198243,nm1757756,24533
tt2198243,nm0134857,2484
tt2198243,nm2146701,28095
tt2198243,nm0207239,3449
tt2198243,nm0270970,4216
tt2198243,nm4732252,44753
tt2198243,nm4976687,45824
tt2198243,nm2595116,31400
tt2198243,nm0512647,7481
tt2198243,nm3837567,40061
tt2198243,nm4976710,45825
tt2198243,nm1226501,18301
tt2198243,nm4797505,45065
tt2198243,nm3600951,38383
tt2198243,nm4667391,44407
tt2198243,nm3005847,33866
tt2198243,nm1264137,18932
tt2198243,nm3927991,40571
tt2198243,nm2530050,30960
tt2198243,nm0961721,13173
tt2198243,nm3162206,34823
tt2198243,nm0843246,11589
tt2198243,nm3005682,33864
tt2198243,nm1286008,19339
tt2198243,nm4590827,44134
tt2198243,nm4976623,45823
tt2198243,nm2993699,33803
tt2198247,nm4866909,45351
tt2198263,nm0043335,1312
tt2198277,\N,0
tt2198281,nm0430698,6305
tt21983758,nm7837204,54218
tt21986056,nm13990230,21137
tt21986824,nm3774181,39674
tt21986824,nm0877203,12062
tt21986930,nm13744309,20730
tt21986930,nm14015092,21173
tt2198824,nm0284011,4392
tt21988454,nm0482774,7055
tt21989366,nm14016192,21174
tt21989388,nm3995694,41009
tt2198956,nm1159083,16981
tt21989688,nm12788441,19218
tt2199251,nm0075811,1694
tt2199365,nm3389155,36817
tt2199436,nm0464526,6806
tt2199439,nm2323201,29414
tt2199447,nm0995907,13361
tt2199448,nm0781365,10811
tt21994906,nm1317262,19824
tt21995026,nm7500356,53540
tt2199543,nm0014694,919
tt2199553,nm2601092,31444
tt2199571,nm1429471,21575
tt2199587,nm0214964,3535
tt2199665,nm4624934,44259
tt2199677,nm3508829,37698
tt2199679,nm3317382,36302
tt2199711,nm0352032,5267
tt2199723,nm3277191,35943
tt2199733,nm1870886,25619
tt21997720,nm1326535,19997
tt2199776,nm1617216,23235
tt21998322,nm0777394,10756
tt21998526,nm0201903,3389
tt2200030,nm1617216,23235
tt22000856,nm7589232,53736
tt2200144,nm0001929,373
tt2200350,nm3678179,38969
tt22004524,nm12158214,18114
tt22004524,nm11747122,17316
tt22005792,nm2655716,31772
tt22008652,nm10572289,14783
tt2200908,nm1095011,15607
tt22009776,nm2591115,31369
tt2200989,nm0282425,4372
tt2201027,nm0552461,7962
tt2201120,nm1802158,24945
tt2201126,nm3116036,34545
tt2201141,nm4869789,45357
tt2201211,nm0637777,9051
tt2201221,nm0902939,12362
tt2201251,nm0782384,10825
tt2201255,nm4011579,41095
tt2201261,nm2528451,30947
tt22013230,nm14025690,21189
tt22013310,nm11453838,16716
tt22013310,nm14025712,21191
tt22013310,nm10840599,15375
tt22013310,nm1537649,22631
tt22013310,nm1733010,24303
tt22013310,nm13741953,20728
tt22013842,nm9247193,56977
tt22014000,nm0142362,2579
tt22015094,nm14026382,21192
tt22015094,nm14026449,21193
tt2201532,nm0767680,10614
tt2201548,nm4227232,42267
tt22016166,nm8099291,54786
tt22017128,nm14027039,21194
tt22017230,nm5170258,46696
tt2201760,nm4083316,41435
tt2201772,nm2048749,27283
tt22020050,nm0625491,8894
tt22020630,nm14028163,21197
tt22021238,nm3930458,40590
tt2202361,nm2348190,29665
tt2202372,nm4263385,42456
tt2202385,nm2193710,28427
tt2202391,nm3566441,38127
tt2202408,nm1747993,24438
tt2202450,nm4982757,45860
tt2202471,nm0633080,8999
tt2202527,nm3861788,40208
tt2202569,nm1578111,22976
tt2202569,nm1698040,23970
tt2202593,nm0429779,6294
tt2202607,nm1257492,18838
tt2202696,nm1390919,21011
tt2202750,nm0782457,10827
tt22027654,nm7848049,54249
tt22028678,nm0689789,9669
tt22028762,nm14031748,21205
tt22028762,nm14031749,21206
tt2202928,nm0711838,9938
tt2202942,nm5100627,46371
tt22030504,nm14032663,21211
tt22030504,nm4256959,42412
tt22030822,nm14032805,21212
tt2203152,nm5100511,46369
tt2203308,nm1887138,25772
tt22033936,nm0405336,5955
tt22035340,nm10306071,14142
tt22036900,nm1078209,15250
tt22037090,nm14035561,21215
tt2203729,nm4154426,41828
tt2203789,nm4871853,45365
tt22038236,nm5351681,47426
tt2203849,nm4613964,44216
tt2203897,nm3943065,40684
tt2203898,nm0304921,4645
tt22039222,nm6019081,49843
tt2203939,nm0001024,219
tt2203946,nm5101080,46374
tt2203946,nm5100904,46373
tt2203946,nm4502890,43677
tt2203951,nm0181525,3133
tt2204080,nm1883918,25740
tt22042336,nm13221785,19920
tt22042742,nm3976308,40894
tt2204282,nm5103050,46384
tt2204283,nm3248130,35661
tt2204340,nm0150929,2686
tt2204340,nm0150906,2684
tt2204370,nm0772461,10687
tt2204379,nm1135423,16516
tt2204456,nm0952077,13023
tt2204540,nm1301530,19590
tt2204618,nm3467766,37434
tt2204936,nm3993903,40999
tt22049410,nm8824211,56206
tt2205212,nm2085125,27574
tt22052958,nm1662698,23721
tt2205401,nm0937306,12788
tt2205429,nm4873142,45368
tt2205448,nm1266812,18984
tt2205482,nm5102029,46380
tt2205489,nm3209872,35205
tt2205501,nm0052755,1421
tt2205589,nm1448482,21783
tt2205599,nm1337818,20152
tt2205599,nm0483811,7070
tt2205599,nm6050467,49938
tt2205599,nm0741136,10254
tt2205697,nm1837748,25288
tt2205762,nm5108089,46405
tt22057762,nm8241056,55061
tt2205786,nm5129250,46506
tt22058192,nm3126004,34616
tt2205948,nm3578010,38217
tt2205948,nm0793840,10973
tt22059560,nm5565381,48304
tt22059560,nm7237244,52901
tt22059560,nm4201676,42121
tt22059560,nm9797045,57826
tt22059560,nm4516294,43742
tt22059560,nm13125850,19756
tt22059560,nm3208397,35183
tt22059560,nm5896171,49431
tt22059560,nm7512014,53577
tt22059560,nm7983182,54542
tt22059986,nm4201676,42121
tt2206002,nm5102880,46383
tt2206002,nm5103349,46387
tt22061140,nm4201676,42121
tt2206166,nm4583383,44088
tt2206498,nm4740006,44808
tt2206686,nm3265766,35827
tt2206764,nm2706524,32098
tt2206806,nm2422470,30276
tt2206844,nm0030138,1120
tt2207006,nm0001165,246
tt2207050,nm0494355,7203
tt2207112,nm0098953,2004
tt2207124,nm6214331,50419
tt2207144,nm2753465,32372
tt2207178,nm2908135,33294
tt2207178,nm3192986,35043
tt22071864,nm2501703,30792
tt22073156,nm4201676,42121
tt2207392,nm5109269,46410
tt22074082,nm8759073,56130
tt2207439,nm0348123,5212
tt2207484,nm4716310,44651
tt22075784,nm11557204,16917
tt22075784,nm10003922,13416
tt2207592,nm5109269,46410
tt2207614,nm5105151,46395
tt2207730,nm2939570,33470
tt2207778,nm2832966,32878
tt2208020,nm1950988,26332
tt22080580,nm5958698,49629
tt2208136,nm2931679,33420
tt2208144,nm0117698,2242
tt2208216,nm3043504,34091
tt2208248,nm0223335,3642
tt22082614,nm7994472,54562
tt2208272,nm0584936,8349
tt2208376,nm3480630,37493
tt22083994,nm4509158,43712
tt22084556,nm11644468,17108
tt2208506,nm0249688,3959
tt22085392,nm1486025,22173
tt22085392,nm0579079,8280
tt22085392,nm1899608,25903
tt22085392,nm4464117,43489
tt22085392,nm0844896,11602
tt2208568,nm3465216,37420
tt22085816,nm13674398,20617
tt2208772,nm2545939,31059
tt2208778,nm1100152,15747
tt2208788,nm4626722,44264
tt22090012,nm13007244,19580
tt22090264,nm12665534,18980
tt22090264,nm11237219,16251
tt22090264,nm13836414,20889
tt22091666,nm13856082,20925
tt22091698,nm1006796,13571
tt22092546,nm0130549,2422
tt2209300,nm0664582,9380
tt2209378,nm6214331,50419
tt2209386,nm1291828,19442
tt2209400,nm1589673,23075
tt2209418,nm0000500,114
tt2209426,nm0970382,13213
tt2209458,nm6214331,50419
tt2209514,nm1347153,20292
tt2209514,nm1570482,22919
tt2209626,nm0944762,12880
tt2209634,nm3495818,37616
tt2209744,nm5062441,46196
tt2209764,nm0002892,468
tt22097704,nm14057599,21232
tt2209792,nm5111718,46424
tt22098258,nm14057888,21234
tt22099068,nm4138262,41716
tt2210198,nm2358314,29736
tt2210425,nm1671983,23809
tt2210441,nm0580727,8303
tt2210451,nm2148861,28116
tt2210463,nm0369030,5476
tt2210479,nm0473549,6931
tt2210509,nm0580727,8303
tt2210509,nm12679691,19022
tt2210531,nm4359877,42930
tt2210553,nm3806890,39863
tt2210581,nm11365471,16535
tt2210581,nm1729100,24216
tt2210587,nm3685415,39049
tt2210717,nm0437480,6392
tt2210769,nm1902132,25921
tt2210781,nm0506165,7384
tt2210809,nm0540949,7822
tt2210823,nm0876942,12052
tt2210834,nm0221611,3617
tt2210835,nm3359606,36639
tt2210842,nm0605648,8606
tt2210855,nm4875953,45375
tt2210866,nm1842556,25354
tt2210879,nm1979282,26632
tt2210919,nm1517498,22462
tt2210979,nm0873570,11995
tt2210983,nm3651567,38785
tt2210985,nm3934762,40624
tt2210993,nm0430485,6302
tt2211057,nm3571107,38166
tt2211106,nm1666388,23771
tt2211145,nm1646464,23605
tt2211173,nm2449331,30483
tt2211174,nm5110603,46418
tt2211514,nm3460542,37385
tt2211652,nm5110105,46412
tt2211716,nm3226050,35328
tt2211718,nm3952088,40743
tt2211724,nm4881835,45389
tt2211724,nm3524890,37809
tt2211822,nm3834171,40045
tt2212008,nm4333222,42795
tt2212072,nm3035993,34050
tt2212084,nm1100364,15750
tt2212146,nm5130978,46518
tt2212778,nm2153008,28157
tt2213054,nm0438461,6414
tt2213322,nm1009766,13653
tt2213658,nm4643845,44314
tt2214114,nm4057890,41306
tt2214815,nm0088498,1875
tt2214863,nm3408794,36996
tt2214897,nm0858762,11782
tt2214929,nm3038747,34064
tt2214929,nm4875355,45374
tt2214941,nm4285728,42570
tt2214958,nm0875030,12016
tt2214987,nm2646220,31719
tt2214997,nm1377689,20787
tt2215017,nm3935766,40628
tt2215077,nm4161077,41878
tt2215211,nm3720875,39315
tt2215211,nm1408676,21281
tt2215221,nm0630112,8951
tt2215226,nm5110800,46419
tt2215239,nm4880496,45386
tt2215267,nm3114500,34535
tt2215285,nm1347153,20292
tt2215304,nm2101124,27722
tt2215366,nm5110458,46416
tt2215395,nm0257991,4055
tt2215424,nm5110423,46415
tt2215457,nm2099164,27695
tt2215477,nm0080220,1761
tt2215481,nm1650279,23624
tt2215515,nm4242295,42323
tt2215515,nm4671321,44428
tt2215537,nm0196115,3319
tt2215551,nm2069599,27441
tt2215655,nm3017230,33940
tt2215673,nm2557193,31134
tt2215676,nm1948346,26295
tt2215689,nm2115211,27854
tt2215735,nm3973913,40881
tt2215755,nm4880436,45385
tt2215773,nm3355616,36611
tt2215801,nm3428801,37146
tt2216212,nm2096009,27664
tt2216240,nm2105585,27771
tt2216288,nm1990230,26739
tt2216582,nm1126672,16330
tt2216582,nm5062323,46195
tt22165974,nm2335163,29511
tt22165974,nm4299374,42658
tt2216704,nm0610873,8678
tt22167168,nm3430436,37160
tt22168480,nm3275674,35923
tt2216856,nm1165032,17126
tt22169634,nm12665534,18980
tt22169634,nm11237219,16251
tt22169634,nm13836414,20889
tt22170002,nm8716011,56036
tt22170224,nm2029519,27092
tt22170224,nm1294793,19497
tt2217056,nm3103376,34448
tt22171470,nm1079061,15266
tt2217458,nm0000853,185
tt2217476,nm5113229,46430
tt2217488,nm0862911,11837
tt2217510,nm0093877,1938
tt2217634,nm2055037,27346
tt22176428,nm10344382,14233
tt2217644,nm5119683,46457
tt2217662,nm4716981,44659
tt22176928,nm6126841,50143
tt2217764,nm5111524,46423
tt2217777,nm0644806,9146
tt2217781,nm0695177,9732
tt2217790,nm2325864,29436
tt2217809,nm4883553,45393
tt2217816,nm4465568,43497
tt2217824,nm0305584,4660
tt2217859,nm1258686,18857
tt2217864,nm3686420,39059
tt2217876,nm3566441,38127
tt22178922,nm1283069,19299
tt2217895,nm3465831,37425
tt2217920,nm3669599,38908
tt22179252,nm0172862,3023
tt2217936,nm3489851,37558
tt22179374,nm5500664,48061
tt22179702,nm6249248,50524
tt2217983,nm3189521,35015
tt2218003,nm1259871,18871
tt2218324,nm5114242,46434
tt2218386,nm5113855,46433
tt2218416,nm4806266,45122
tt22184520,nm14067155,21250
tt22184976,nm1853544,25464
tt2218532,nm3385456,36799
tt22185414,nm14067571,21251
tt2218772,nm1089736,15485
tt2218814,nm1614991,23212
tt2218814,nm0737702,10226
tt22188712,nm10475709,14557
tt2218924,nm1346075,20265
tt2218924,nm1664081,23746
tt2218924,nm1662920,23733
tt22189544,nm9253127,56987
tt22189862,nm3650071,38769
tt2219210,nm3209937,35206
tt2219214,nm3710872,39255
tt2219370,nm5116615,46440
tt2219514,nm5112815,46429
tt2219554,nm3797727,39819
tt2219638,nm3951145,40731
tt2219638,nm3900392,40429
tt2219638,nm3588624,38287
tt2219638,nm4319464,42748
tt2219638,nm4363846,42947
tt2219638,nm2625972,31617
tt2219638,nm3875499,40272
tt2219638,nm5115884,46439
tt2219638,nm2891034,33217
tt2219674,nm1065260,14959
tt2219708,nm1571991,22929
tt2219718,nm2713974,32133
tt2219792,nm0199660,3356
tt2219798,nm1848217,25419
tt2219868,nm1914394,26011
tt2219878,nm2833440,32881
tt2219896,nm2170611,28295
tt2219904,nm0862911,11837
tt22199190,nm11029946,15823
tt22199190,nm11029945,15822
tt2220024,nm3194816,35066
tt2220034,nm3619739,38509
tt2220218,nm0313743,4745
tt2220674,nm1634378,23420
tt22206754,nm11952053,17716
tt2220692,nm0061948,1536
tt22207152,nm1156199,16925
tt2221032,nm3763645,39603
tt2221362,nm4011579,41095
tt2221484,nm2167912,28276
tt2221490,nm1667635,23784
tt2221558,nm3181550,34966
tt2221640,nm5428973,47772
tt2221648,nm0536827,7764
tt2221715,nm4285196,42566
tt2221755,nm3043689,34094
tt2221910,nm1054636,14728
tt2221944,nm4520958,43765
tt2222042,nm3462290,37399
tt2222052,nm0265852,4140
tt2222062,nm1758953,24544
tt2222150,nm2385664,29987
tt2222192,nm3493166,37593
tt2222266,nm3264266,35808
tt2222394,nm1890752,25813
tt2222458,nm0474747,6946
tt2222484,nm0411746,6066
tt2222486,nm5117963,46449
tt2222596,nm5117908,46448
tt2222718,nm5117209,46442
tt2222754,nm0735416,10198
tt2222772,nm0493567,7190
tt22227936,nm1727762,24196
tt2222872,nm5118962,46453
tt2223822,nm1434457,21631
tt2223946,nm4016661,41121
tt2223990,nm0718645,10011
tt2224004,nm3039088,34069
tt2224004,nm2387990,30012
tt2224026,nm0426333,6244
tt2224035,nm2490295,30736
tt2224057,nm2559488,31155
tt2224073,nm2647420,31723
tt2224111,nm2206685,28533
tt2224137,nm3713972,39271
tt2224167,nm1245382,18656
tt2224169,nm0379409,5617
tt2224219,nm0371565,5508
tt2224227,nm3731375,39384
tt2224241,nm2832966,32878
tt2224383,nm4050406,41265
tt2224409,nm4744657,44837
tt2224506,nm5118588,46452
tt2224551,nm4818880,45168
tt22245614,nm0090292,1898
tt2224571,nm0661837,9349
tt2224573,nm3703121,39196
tt22246144,nm9863826,57940
tt2224914,nm4735241,44778
tt2224990,\N,0
tt2225324,nm1840051,25314
tt22257988,nm0086471,1855
tt22259668,nm0124834,2342
tt2226088,nm5120729,46461
tt2226162,nm1269216,19042
tt2226178,nm0266255,4147
tt2226178,nm0425557,6229
tt2226283,nm0187834,3216
tt2226285,nm0003400,508
tt2226301,nm1705578,24049
tt2226321,nm1183507,17473
tt2226377,nm4887993,45403
tt2226387,nm4836823,45252
tt2226403,nm4364317,42949
tt2226407,nm0299998,4577
tt2226415,nm4887369,45402
tt2226417,nm1490123,22208
tt2226437,nm2043473,27253
tt2226440,nm1132506,16440
tt2226485,nm3252059,35704
tt2226495,nm0002653,444
tt2226519,nm0362566,5407
tt2226521,nm2806789,32724
tt2226595,nm4494008,43632
tt2226597,nm0009463,856
tt2226605,nm1588136,23067
tt2226630,nm0271065,4221
tt2226666,nm0080324,1766
tt2226694,nm4247350,42349
tt22267480,nm11237219,16251
tt22268148,nm7313612,53068
tt2228000,nm2547457,31063
tt2228102,nm4401174,43129
tt2228378,nm5124152,46483
tt2228750,nm0190302,3241
tt2228898,nm5121169,46465
tt2228898,nm1438487,21694
tt2229056,nm3009133,33887
tt2229103,nm3877467,40285
tt2229201,nm0996433,13370
tt2229208,nm2039170,27211
tt2229283,nm2582822,31308
tt2229301,nm0152401,2717
tt2229359,nm2861244,33058
tt2229377,nm0216459,3554
tt2229377,nm1226077,18291
tt2229383,nm3750790,39517
tt2229387,nm0910424,12472
tt2229497,nm1875808,25664
tt2229499,nm0330687,4990
tt2229511,nm0068587,1605
tt2229522,nm5123297,46479
tt2229592,nm2947826,33520
tt22297570,nm3452383,37334
tt2229842,nm2024446,27043
tt2229952,nm1006515,13564
tt2229982,nm5124731,46486
tt22302170,nm3043248,34089
tt2230266,nm2169140,28283
tt2230266,nm0910729,12477
tt22302704,nm8051400,54683
tt2230342,nm0774221,10709
tt2230358,nm0238841,3836
tt2230440,nm5123627,46481
tt2230816,nm3354276,36599
tt2230858,nm3040856,34076
tt2230916,nm1950954,26330
tt22309256,nm0553662,7977
tt2230936,nm0754693,10421
tt22309458,nm13896234,20990
tt2230954,nm5050089,46127
tt2230956,nm1950669,26325
tt2230974,nm5123975,46482
tt22310234,nm4725462,44710
tt2231040,nm0930942,12714
tt2231058,nm5318417,47325
tt22310626,nm3550757,38001
tt2231116,nm1078209,15250
tt2231134,nm4653281,44357
tt2231138,nm0001438,294
tt22311492,nm1761971,24583
tt2231208,nm0210487,3478
tt2231208,nm0093252,1932
tt2231208,nm0210485,3477
tt2231231,nm4351095,42871
tt2231251,nm0911631,12497
tt2231253,nm0922346,12629
tt2231299,nm2345184,29620
tt2231349,nm3924049,40548
tt2231367,nm1354965,20440
tt2231389,nm2013865,26947
