tconst,nconst,director_id
tt11163028,nm1492802,22231
tt11164090,nm4672801,44437
tt11165502,nm0916308,12552
tt11165704,nm0634897,9016
tt11165716,nm7701607,53991
tt11166002,nm11077124,15937
tt11166308,nm13722320,20694
tt11166512,nm0937748,12794
tt11166554,nm3265510,35824
tt11166750,nm3008065,33877
tt11167046,nm10007377,13425
tt11167110,nm5254274,47048
tt11167446,nm4702675,44589
tt11167484,nm8497578,55595
tt11167918,nm1462823,21946
tt1116812,nm0947718,12933
tt1116815,nm1662402,23716
tt11168488,nm4040044,41222
tt11168488,nm0515848,7518
tt1116852,nm2802459,32683
tt11169050,nm2982240,33735
tt1116935,nm0645231,9152
tt1116944,nm0613582,8714
tt11169828,nm11064841,15911
tt11170648,nm2420929,30264
tt11170742,nm3234872,35487
tt11170782,nm2368659,29825
tt11170942,nm0946962,12922
tt11171312,nm11079882,15944
tt11171356,nm11079882,15944
tt11172830,nm0994275,13300
tt11172868,nm0190389,3242
tt11172926,nm1905770,25954
tt11173094,nm9835551,57902
tt11173106,nm6054966,49952
tt11173116,nm9257439,56993
tt11173160,nm6054966,49952
tt11173304,nm2668246,31846
tt11173524,nm2132286,27992
tt1117378,nm2800483,32677
tt1117379,nm2510764,30837
tt1117380,nm1104113,15851
tt1117385,nm0006846,772
tt1117386,nm0467942,6854
tt1117395,nm1115341,16085
tt1117517,nm2798998,32671
tt1117533,nm1079744,15285
tt1117568,nm1355892,20455
tt1117571,nm1273683,19122
tt11175956,nm6487649,51192
tt11175956,nm4532163,43821
tt11175990,nm3733685,39397
tt1117619,nm1363301,20569
tt1117624,nm2022246,27027
tt11176322,nm2341319,29582
tt1117668,nm0836565,11493
tt11177112,nm0497682,7261
tt11177120,nm3732631,39391
tt11177158,nm1883310,25733
tt11177232,nm8459204,55494
tt11177410,nm0124991,2345
tt11177556,nm0994275,13300
tt11177714,nm4972415,45800
tt11177786,nm8338968,55265
tt11177804,nm11082788,15954
tt11177804,nm6538002,51337
tt11177846,nm5649292,48594
tt11178242,nm9735803,57734
tt11178440,nm6531063,51326
tt11178440,nm7121007,52693
tt11179100,nm11083369,15957
tt1117963,nm1228961,18358
tt1117976,nm2159476,28223
tt1117983,nm0777254,10754
tt1118044,nm1068198,15020
tt1118045,nm1224330,18265
tt1118071,nm0808035,11154
tt11181100,nm0001726,341
tt11181568,nm3351511,36588
tt11181742,nm5039462,46084
tt11182546,nm8817093,56193
tt11182810,nm1957822,26412
tt11182810,nm5008549,45962
tt11182846,nm6683857,51695
tt11182984,nm3263065,35799
tt11182994,nm3774632,39676
tt11183868,nm2034464,27155
tt11185162,nm5152674,46617
tt11185940,nm6478833,51165
tt1118655,nm1546940,22704
tt1118660,nm1152175,16844
tt11186654,nm3608210,38433
tt11186748,nm5736625,48927
tt1118687,nm0974085,13243
tt11186952,nm4496933,43647
tt11186952,nm5582587,48371
tt11187136,nm3151596,34752
tt11187484,nm5394449,47592
tt11187940,nm2526151,30931
tt11187986,nm2398093,30075
tt11187986,nm2401073,30100
tt11188010,nm0099521,2012
tt11188010,nm2139803,28047
tt11188100,nm11086790,15967
tt11188402,nm2674977,31895
tt11188560,nm1061993,14898
tt11188624,nm1440023,21716
tt11188734,nm0002611,440
tt11189056,nm9664965,57635
tt11190652,nm0683857,9581
tt11191124,nm0850733,11691
tt1119123,nm0484108,7074
tt1119132,nm2798340,32668
tt11191344,nm3141804,34702
tt1119135,nm1712323,24078
tt1119147,nm2795965,32651
tt1119165,nm1536123,22616
tt1119178,nm0415714,6124
tt1119186,nm1938064,26195
tt1119188,nm0850247,11686
tt1119191,nm0509448,7436
tt1119192,nm2800323,32675
tt1119199,nm1924976,26107
tt1119205,nm2794774,32644
tt11192320,nm1211326,18039
tt11192428,nm10977492,15680
tt11192466,nm5128527,46502
tt11192624,nm0521801,7586
tt11192680,nm10909310,15512
tt11192714,nm0112647,2188
tt11192758,nm0521801,7586
tt11193002,nm4186854,42046
tt11193062,nm0198591,3342
tt11193160,nm6940176,52294
tt11193212,nm11089276,15971
tt11193834,nm7878353,54306
tt11194810,nm11058343,15893
tt11196036,nm0001707,332
tt1119622,nm2802632,32686
tt1119629,nm2468242,30605
tt1119646,nm0680846,9550
tt11197146,nm4217490,42211
tt11197146,nm6422671,51010
tt11197464,nm5272026,47118
tt11197712,nm8228564,55036
tt11197716,nm2424397,30293
tt11197874,nm0056030,1477
tt11198608,nm1249028,18721
tt11198656,nm11091918,15974
tt11198740,nm9924948,58041
tt11198790,nm5794862,49108
tt11198790,nm5794856,49107
tt11198796,nm0184673,3168
tt11199070,nm9078152,56632
tt11199310,nm7311856,53062
tt11199356,nm9391630,57231
tt11199388,nm2205463,28524
tt11199410,nm0737517,10224
tt11199514,nm1497680,22276
tt11199856,nm2705657,32089
tt11202426,nm7095814,52628
tt11202454,nm7082627,52600
tt11202796,nm2483722,30688
tt11203022,nm0652300,9240
tt11203678,nm8412166,55406
tt11204060,nm0000806,176
tt11204094,nm0585011,8350
tt11204372,nm11095390,15980
tt11204380,nm10840472,15374
tt11204476,nm11058343,15893
tt11204876,nm8997079,56495
tt11205014,nm1434818,21637
tt11205216,nm2737097,32280
tt11205260,nm5730873,48910
tt11205640,nm9385259,57216
tt11206172,nm0209397,3464
tt11207240,nm0049786,1384
tt11207270,nm0068034,1603
tt11208026,nm10977492,15680
tt1120889,nm0571548,8198
tt1120908,nm0509733,7439
tt11209180,nm2144032,28081
tt11209212,nm1192752,17654
tt11209358,nm7674045,53935
tt1120945,nm1976116,26600
tt1120946,nm0579739,8288
tt1120985,nm0161834,2882
tt11209892,nm2618309,31563
tt11210032,nm6489637,51198
tt11210498,nm0432629,6328
tt11210576,nm5746809,48966
tt1121096,nm0091076,1903
tt11212572,nm2705923,32091
tt11212672,\N,0
tt11212684,\N,0
tt11212786,nm3309599,36249
tt11212824,\N,0
tt11212858,\N,0
tt11212874,\N,0
tt11212918,nm11098707,15986
tt11213372,nm1533201,22589
tt11213372,nm1613185,23208
tt11213600,nm5548130,48259
tt11214052,nm9806037,57836
tt11214590,nm0000631,142
tt11214936,nm7096439,52631
tt11214970,nm10724246,15114
tt11214972,nm11100127,15991
tt11216782,nm11100421,15993
tt11217036,nm9107519,56700
tt11217036,nm8448178,55469
tt11217094,nm8448178,55469
tt11217094,nm9107519,56700
tt1121786,nm0437246,6386
tt1121794,nm1622836,23284
tt11219136,nm7754670,54089
tt11219254,nm2391552,30037
tt1121931,nm0004410,611
tt1121931,nm0962729,13185
tt11219324,nm1175210,17325
tt11219342,nm4716492,44653
tt1121964,nm1915955,26021
tt1121964,nm0611983,8692
tt1121977,nm0006554,746
tt1121986,nm2819700,32818
tt1121986,nm0150534,2674
tt11220408,nm3424898,37117
tt11222962,nm5109822,46411
tt11222994,nm2216402,28600
tt11223148,nm0952429,13027
tt11223750,nm9296824,57067
tt11224748,nm6370124,50864
tt11225244,nm11104445,16001
tt11225626,nm2782402,32571
tt11225626,nm0449299,6584
tt1122575,nm1770002,24689
tt1122575,nm2796925,32662
tt1122575,nm2806955,32725
tt1122577,nm2804836,32704
tt1122581,nm2806789,32724
tt1122594,nm2152398,28146
tt1122595,nm1764388,24604
tt1122595,nm0455262,6695
tt1122595,nm1764612,24619
tt1122595,nm2804438,32698
tt1122595,nm0810120,11175
tt1122599,nm0414337,6096
tt1122603,nm2440314,30419
tt11226264,nm5563914,48301
tt11226500,nm5936406,49566
tt1122765,nm0718451,10009
tt1122774,nm2807978,32732
tt1122775,nm1865890,25574
tt1122836,nm0329535,4969
tt11228536,nm7182466,52797
tt11228854,nm11105375,16002
tt11229134,nm4750968,44867
tt11229236,nm10817026,15325
tt11229716,nm0406980,5975
tt11229766,nm1292833,19461
tt11229780,nm0637493,9046
tt11229886,nm0606835,8624
tt11229886,nm5488807,48009
tt11229886,nm11368300,16541
tt11230050,nm3491677,37576
tt11230056,nm2045478,27266
tt11230106,nm4954982,45726
tt11230868,nm1830213,25203
tt11231150,nm4591469,44139
tt11231280,nm0501161,7307
tt11231368,nm7256963,52942
tt11231368,nm7516995,53591
tt11231440,nm9631956,57582
tt11232208,nm0908037,12437
tt11232334,nm10211219,13934
tt11232496,nm8014281,54606
tt11233506,nm0258589,4066
tt1123373,nm0007139,803
tt1123374,nm2809864,32745
tt1123382,nm2645034,31710
tt1123391,nm2807611,32728
tt11233960,nm3519173,37777
tt11234300,nm3769292,39631
tt11234664,nm5449082,47840
tt11234664,nm3791454,39779
tt11234814,nm11108283,16010
tt11235086,nm9291325,57059
tt11235142,nm11108345,16011
tt11235470,nm2158803,28214
tt11235542,nm9404271,57244
tt11235590,nm4450123,43395
tt11235772,nm2278537,29023
tt11236228,nm4251580,42384
tt11237714,nm2273232,28963
tt11237736,nm1436194,21664
tt11237874,nm10796745,15281
tt11238048,nm0161244,2874
tt11238518,nm0538770,7793
tt11238648,nm0846092,11614
tt11238932,nm10431972,14427
tt1123894,nm2804620,32703
tt1123894,nm0797962,11028
tt11239374,nm0081597,1790
tt11239374,nm3346049,36555
tt11239870,nm11110558,16014
tt1124035,nm0000123,13
tt1124036,nm1836494,25262
tt1124037,nm0002657,445
tt1124039,nm1009775,13656
tt1124041,nm0593592,8468
tt1124048,nm1970885,26548
tt11240506,nm2305479,29264
tt1124052,nm1283651,19303
tt1124055,nm2809980,32746
tt1124058,nm1108007,15945
tt11241510,nm0761415,10518
tt11241692,nm9431519,57284
tt11241888,nm8094540,54777
tt11241914,nm1199352,17800
tt11242162,nm0648473,9195
tt11242218,nm0103804,2076
tt11242242,nm11111908,16017
tt11242340,nm3448224,37308
tt11242560,nm11112134,16018
tt11242718,nm1401803,21179
tt11243080,nm1587319,23057
tt11243154,nm1587319,23057
tt11243170,nm1587319,23057
tt11243476,nm2957173,33574
tt11243476,nm5382809,47542
tt11243476,nm4360237,42933
tt11243476,nm1928633,26133
tt11243476,nm5168335,46685
tt11243476,nm8840832,56229
tt1124353,nm0952667,13039
tt1124364,nm2810091,32748
tt1124374,nm0961621,13172
tt1124377,nm0302780,4610
tt1124388,nm2810280,32750
tt1124394,nm1457822,21871
tt11244370,nm0451867,6629
tt11244558,nm3431239,37170
tt11244802,nm11113564,16020
tt11245188,nm8486793,55574
tt11245850,nm1879268,25695
tt11245972,nm2366012,29802
tt11245972,nm2419470,30253
tt11246270,nm1186231,17532
tt11246284,nm0973907,13240
tt11246434,nm4159471,41869
tt11246748,\N,0
tt11246950,nm0994423,13322
tt11247252,nm5845462,49255
tt11247378,nm8379048,55332
tt11249650,nm5298993,47245
tt11250368,nm10026276,13471
tt11250720,nm7293846,53022
tt11251590,nm2133820,28005
tt1125188,nm1761595,24576
tt1125188,nm2809384,32742
tt11252232,nm0436888,6382
tt11252248,nm1730221,24260
tt11252248,nm1475594,22076
tt11252440,nm2725627,32200
tt11252460,nm3160595,34814
tt11252476,nm0721776,10038
tt11252490,nm2102632,27738
tt11252688,nm1066739,14991
tt1125275,nm1784767,24803
tt1125297,nm2810544,32752
tt1125300,nm2038084,27197
tt11253090,nm2350892,29687
tt11253200,nm1635713,23436
tt11253200,nm0437480,6392
tt11253200,nm0853393,11719
tt11253210,nm1635713,23436
tt11253210,nm0853393,11719
tt1125351,nm2210170,28569
tt11253526,nm1847677,25399
tt1125390,nm2750618,32353
tt1125390,nm2348076,29660
tt1125413,nm0399051,5855
tt11254858,nm1238797,18546
tt11255186,nm4433150,43303
tt11255486,nm0625491,8894
tt11257138,nm4219657,42221
tt11257648,nm3131586,34641
tt11257832,nm1195123,17715
tt11257992,\N,0
tt1125849,nm0004716,635
tt11258572,nm3497518,37625
tt11258824,nm6592335,51471
tt1125914,nm0290544,4476
tt1125924,nm7008701,52426
tt1125927,nm1989193,26729
tt1125928,nm0698354,9767
tt1125929,nm0000431,95
tt11260832,nm3826513,39994
tt11260886,nm7848977,54252
tt11261004,nm5578769,48355
tt11261142,nm11121551,16028
tt11261296,nm5658035,48633
tt11261336,nm11121730,16029
tt11261820,nm6499573,51231
tt11261830,nm3816678,39938
tt11261830,nm1280183,19248
tt11261830,nm6624722,51556
tt11262044,nm0768620,10628
tt11262182,nm1333109,20085
tt11262582,nm10768814,15221
tt11262998,nm2328220,29456
tt11263022,nm3336170,36468
tt11263640,nm0174228,3037
tt11265320,nm7544585,53646
tt11265668,nm8958303,56437
tt11265668,nm6518846,51290
tt1126590,nm0000318,62
tt1126591,nm0031078,1131
tt1126596,nm0164929,2924
tt1126618,nm0585011,8350
tt11266868,nm4274789,42524
tt11268228,nm5474373,47947
tt11268742,nm3619863,38510
tt11268864,nm10196665,13901
tt11269026,nm2075313,27474
tt11270054,nm0554532,7991
tt11271038,nm0000759,163
tt1127170,nm1043725,14442
tt1127180,nm0000600,133
tt11271800,nm1680884,23890
tt11271990,nm2435022,30378
tt1127215,nm1275939,19168
tt1127221,nm0814786,11245
tt1127227,nm1827689,25173
tt1127228,nm2777816,32537
tt1127228,nm2748229,32336
tt1127228,nm2777365,32530
tt11272898,nm8879821,56295
tt11273320,nm1945379,26281
tt11273332,nm5023548,46015
tt11273332,nm8524410,55649
tt11273394,nm7697093,53982
tt11273452,nm3255587,35739
tt11273582,nm7433025,53377
tt11273780,nm11110558,16014
tt11274100,nm4008890,41084
tt11274272,nm2897298,33245
tt11274618,nm2603038,31456
tt11275008,nm9746409,57745
tt11275350,nm1495944,22256
tt11276598,nm0459996,6751
tt1127702,nm1190360,17614
tt1127715,nm1560977,22845
tt11278342,nm2934166,33436
tt11278476,nm0002240,411
tt1127855,nm2815252,32787
tt11278608,nm0010871,875
tt1127873,nm2815383,32789
tt1127875,nm1430605,21590
tt1127877,nm1754436,24488
tt1127881,nm0015382,933
tt1127883,nm0726935,10100
tt1127886,nm0454512,6685
tt1127896,nm0000487,109
tt1127897,nm1368086,20630
tt1127900,nm2270632,28932
tt11279448,nm3363804,36662
tt11279448,nm3363440,36660
tt11279856,nm1898587,25892
tt11279862,nm0684371,9589
tt11280100,nm8727075,56063
tt11280556,nm4485521,43580
tt11280700,nm11130323,16043
tt1128071,nm0213100,3509
tt1128075,nm0814469,11237
tt1128082,nm2813277,32774
tt11280826,nm2178156,28343
tt11280952,nm8051985,54687
tt11280986,nm11130583,16044
tt11281358,nm10727238,15122
tt11281950,nm11128343,16037
tt1128214,nm2034378,27152
tt11284280,nm5528353,48179
tt11284488,nm3112631,34523
tt11284502,nm3522076,37796
tt11284528,nm10596217,14832
tt11284768,nm0336486,5063
tt11284844,nm11131872,16047
tt11285158,nm0517665,7538
tt11285280,nm2859868,33045
tt11285908,nm1409622,21296
tt11285908,nm2303963,29247
tt11286070,nm0881372,12116
tt11286160,nm11129322,16041
tt11286160,nm11129323,16042
tt11286210,nm8302936,55194
tt11286314,nm0570912,8193
tt11286640,nm0664667,9383
tt11287240,nm2335233,29515
tt11287390,nm4094036,41488
tt11288650,nm2136604,28035
tt11289168,nm0667447,9416
tt11290104,nm7034358,52479
tt11290662,nm11080700,15950
tt11290698,nm3127972,34623
tt11290772,nm3681531,39019
tt11291000,nm1189921,17602
tt11291274,nm3230448,35388
tt11292062,nm7015905,52440
tt1129381,nm0480806,7024
tt1129390,nm2814707,32782
tt1129396,nm0800215,11052
tt1129404,nm0841959,11565
tt1129405,nm1637767,23472
tt1129412,nm0914368,12525
tt1129414,nm0651307,9227
tt1129415,nm0909532,12457
tt1129420,nm1439346,21705
tt1129423,nm1731937,24278
tt1129427,nm1117802,16132
tt1129428,nm1377658,20783
tt1129429,nm1067893,15013
tt1129431,nm2341319,29582
tt1129437,nm1194496,17702
tt1129440,nm0512386,7477
tt1129441,nm2006573,26885
tt1129442,nm0576298,8243
tt1129445,nm0619762,8815
tt11295246,nm0474398,6939
tt11295624,nm9215141,56902
tt11295854,nm12839129,19308
tt11295868,nm1470743,22008
tt11295868,nm11137098,16053
tt11295968,nm11137159,16054
tt11295968,nm11139577,16058
tt11295974,nm1953961,26362
tt11296132,nm5394260,47589
tt11296142,nm3329156,36419
tt11296192,\N,0
tt11297214,nm11141216,16062
tt11297214,nm7984767,54546
tt11297308,nm3650720,38777
tt11299422,nm5703265,48821
tt11300390,nm0485934,7096
tt11300452,nm2011733,26927
tt1130047,nm2813766,32779
tt11300602,nm2563057,31184
tt11300602,nm11077518,15939
tt11300602,nm11077519,15940
tt11300696,nm5054055,46140
tt11300738,nm10899928,15491
tt1130080,nm0001752,347
tt1130087,nm1205463,17925
tt1130088,nm1259871,18871
tt1130091,nm0676248,9503
tt1130092,nm0129098,2399
tt11301312,nm8823672,56204
tt11301512,nm3995765,41010
tt11301882,nm7806028,54176
tt11301946,nm12135964,18076
tt11302336,nm6453040,51107
tt11304504,nm2129610,27973
tt11305494,nm11140320,16061
tt11305898,nm1562053,22858
tt11305898,nm1144368,16702
tt11306376,nm8745994,56106
tt11306488,nm8614207,55842
tt11306518,nm7807500,54181
tt11306684,nm4295244,42627
tt11306746,nm0257355,4045
tt11306746,nm2191144,28417
tt11306910,nm0859762,11796
tt11306926,nm11142563,16065
tt11306932,nm1135329,16515
tt1130708,nm2273232,28963
tt1130744,nm0631674,8970
tt1130765,nm2389781,30023
tt11307724,nm1482346,22142
tt1130773,nm0155641,2775
tt11307814,nm2132883,27998
tt11308356,nm5167561,46682
tt1130884,nm0000217,43
tt1130964,nm0081279,1783
tt1130965,nm1285632,19331
tt1130965,nm2834481,32886
tt1130967,nm1723177,24158
tt1130968,nm2747862,32333
tt1130969,nm0442287,6485
tt1130980,nm0948719,12960
tt1130982,nm1292833,19461
tt1130983,nm0623954,8870
tt1130987,nm0646987,9173
tt1130988,nm1333798,20090
tt1130993,nm0876146,12040
tt11310004,nm8198619,54983
tt11310114,nm1835940,25257
tt11310608,nm1672051,23820
tt11310670,nm1201906,17844
tt11310798,nm0577263,8261
tt11310802,nm11143990,16071
tt11310884,nm4445975,43379
tt11311754,nm1353543,20418
tt11311762,nm8200022,54985
tt11311958,nm5657068,48628
tt11311958,nm12073436,17962
tt11311974,nm8467955,55518
tt11312092,nm3108153,34487
tt11312968,nm0211412,3493
tt11313944,nm1295189,19506
tt11314148,nm2260731,28839
tt11315824,nm1879025,25689
tt11315892,nm7237845,52903
tt1131606,nm0151617,2702
tt11316596,nm10827119,15345
tt11316596,nm4775932,44979
tt11316680,nm1051233,14653
tt11316764,nm2483722,30688
tt11316824,nm3849565,40141
tt11316854,nm0994379,13316
tt11316910,nm7386672,53257
tt11317142,nm7681231,53951
tt1131724,nm0192984,3290
tt1131725,nm0588415,8389
tt1131727,nm0130242,2418
tt1131728,nm7971037,54519
tt1131729,nm0193485,3295
tt1131732,nm1201776,17839
tt1131734,nm0476201,6967
tt1131737,nm0182252,3141
tt1131737,nm4186393,42043
tt1131737,nm0943646,12866
tt1131740,nm1074662,15164
tt11317408,nm0158404,2820
tt1131742,nm1019103,13888
tt1131743,nm0827051,11396
tt1131747,nm0870186,11939
tt11317494,nm11114220,16022
tt11317654,nm2454264,30513
tt11318044,nm5772485,49037
tt11318086,nm1881170,25715
tt11318228,nm8464632,55509
tt11318466,nm7981683,54538
tt11319074,nm1899656,25906
tt11319278,nm0038013,1223
tt11319278,nm0478172,6993
tt11320192,nm4697969,44555
tt11320192,nm4698127,44560
tt1132135,nm1863924,25562
tt11321468,nm5697340,48799
tt11321554,nm5766193,49026
tt11321572,nm1135838,16524
tt1132161,nm1475172,22070
tt1132165,nm0124873,2343
tt1132165,nm0500535,7300
tt11321652,nm7641011,53849
tt1132193,nm0662383,9359
tt11322188,nm5367447,47477
tt11322436,nm7637479,53838
tt11322786,nm5879608,49375
tt1132285,nm0642041,9101
tt1132286,nm1198306,17778
tt1132286,nm1378716,20796
tt11322920,nm2819123,32812
tt11322942,nm8448829,55472
tt11323316,nm11178397,16137
tt11323324,nm10949257,15606
tt11323722,nm4749054,44858
tt11323964,nm9959993,58103
tt1132438,nm1104780,15869
tt1132449,nm0001241,259
tt1132462,nm2817072,32799
tt11324626,nm11077684,15942
tt1132472,nm1274163,19128
tt1132488,nm1774069,24724
tt1132571,nm1475898,22081
tt1132578,nm1364086,20580
tt1132588,nm0174551,3040
tt1132589,nm2818329,32807
tt1132596,nm0398575,5840
tt1132608,nm0070899,1635
tt1132608,nm1879912,25699
tt1132620,nm0649117,9204
tt1132626,nm0352524,5273
tt11326928,nm6274905,50603
tt11327514,nm0050332,1396
tt11328126,nm3473888,37467
tt11328534,nm4749986,44862
tt11328762,nm3316186,36297
tt11331320,nm10940621,15582
tt11332242,nm8524629,55650
tt11332484,nm1643201,23547
tt11332500,nm0728048,10115
tt11332934,nm1768158,24661
tt11333018,nm5144891,46586
tt11333854,nm1044996,14471
tt11333938,nm1526422,22534
tt11333938,nm1038832,14336
tt11334312,nm1111796,16026
tt11334996,nm11140320,16061
tt1133559,nm0945506,12895
tt1133617,nm0894178,12263
tt11336530,nm10761266,15196
tt11338144,nm4966125,45773
tt11338786,nm9599062,57534
tt1133922,nm1048540,14577
tt1133935,nm1829961,25198
tt1133936,nm0945506,12895
tt1133944,nm0565533,8129
tt11339514,nm3257369,35750
tt1133985,nm0132709,2454
tt1133989,nm1503575,22342
tt1133991,nm0329023,4960
tt1133993,nm0385644,5689
tt1133995,nm1643006,23544
tt11341770,nm11022106,15804
tt11341960,\N,0
tt11342452,nm11158405,16091
tt11342452,nm7899689,54353
tt11343074,nm2168592,28278
tt11343320,nm3724977,39345
tt11343320,nm0368693,5471
tt11343368,nm9981565,58137
tt11343416,nm3724977,39345
tt11343692,nm11201615,16184
tt11343974,nm0766272,10597
tt11344634,nm0474494,6940
tt1134554,nm2265001,28871
tt1134580,nm0708214,9899
tt1134629,nm0589182,8401
tt1134664,nm1426355,21537
tt1134666,nm0909895,12466
tt1134672,nm0799909,11049
tt1134674,nm2176784,28328
tt11347394,nm8089333,54768
tt11347728,nm4142591,41762
tt1134813,nm2821677,32821
tt1134815,nm1161188,17030
tt11348164,nm6593191,51474
tt11348232,nm2616669,31556
tt1134828,nm0323558,4868
tt1134854,nm0001681,328
tt11348542,nm4285196,42566
tt1134860,nm1155957,16919
tt11349638,nm6615978,51533
tt11349892,nm1875997,25665
tt11349958,nm0033596,1175
tt11349982,nm2365242,29795
tt11349982,nm11933121,17671
tt11350284,nm7441188,53407
tt1135083,nm0312784,4734
tt1135084,nm0525141,7634
tt1135085,nm0400194,5880
tt1135089,nm0770179,10650
tt1135092,nm0000464,102
tt1135095,nm0191147,3257
tt11351704,\N,0
tt11352202,nm3690496,39096
tt11352618,nm5156926,46636
tt11352618,nm2632302,31643
tt11353050,nm2879882,33163
tt11353248,nm11170136,16111
tt11353890,nm9527433,57420
tt11354144,nm0609399,8656
tt11354164,nm0535351,7750
tt11354244,nm4735619,44780
tt11354356,nm11046179,15867
tt11354402,nm11164577,16100
tt11354424,nm5079440,46273
tt11354726,nm11164736,16101
tt1135487,nm0006904,779
tt1135498,nm0371128,5504
tt1135500,nm0293533,4502
tt1135503,nm0001188,248
tt1135505,nm0351709,5261
tt1135509,nm1971261,26554
tt1135517,nm0003289,501
tt1135520,nm0218191,3577
tt11355212,nm2677913,31918
tt1135522,nm0386185,5696
tt11355234,nm11164912,16102
tt1135525,nm0373571,5547
tt11355334,nm11409110,16630
tt11355340,nm8516760,55632
tt1135535,nm0501165,7308
tt11355410,nm11140320,16061
tt11355436,nm11140320,16061
tt11355544,nm8834750,56222
tt11355666,\N,0
tt11357028,nm0006395,732
tt11357402,nm4580136,44075
tt11357580,nm4296517,42636
tt11357606,nm4296517,42636
tt11358398,nm4259286,42429
tt11358490,nm11166577,16107
tt11358584,nm11140320,16061
tt11359158,nm1145183,16711
tt1135925,nm0471664,6913
tt1135938,nm0342603,5137
tt1135940,nm0631093,8961
tt1135952,nm0219136,3589
tt1135960,nm0826437,11390
tt1135961,nm1547925,22718
tt1135964,nm1028575,14087
tt1135968,nm1089736,15485
tt1135971,nm2849588,32982
tt1135972,nm8274517,55131
tt1135983,nm0530865,7690
tt1135985,nm1890845,25814
tt1135989,nm0000204,40
tt1135993,nm0740213,10242
tt11361714,nm3929427,40577
tt11361764,nm4603960,44190
tt11362496,nm3311094,36265
tt11362734,nm6499856,51232
tt11362792,nm1738245,24331
tt11362842,nm5675000,48697
tt11363086,nm0625491,8894
tt11363416,nm11166561,16105
tt11363540,nm1761269,24569
tt11363540,nm1761358,24570
tt11364112,nm0234506,3792
tt11364118,nm3532075,37870
tt11364118,nm3604208,38408
tt11364996,nm1691239,23936
tt11365186,nm0142286,2577
tt1136608,nm0088955,1878
tt1136609,nm0618690,8790
tt11366674,nm1117075,16115
tt11366736,nm5521620,48159
tt11366772,nm2666787,31837
tt1136684,nm2005138,26867
tt1136688,nm0089502,1884
tt11367378,nm4590331,44129
tt11367408,nm9189173,56840
tt11367804,nm0926387,12673
tt11368116,nm1699123,23980
tt1136822,nm1500658,22310
tt11368252,nm4556524,43936
tt11368252,nm14231320,21498
tt11368424,nm9809831,57845
tt11368494,nm6228292,50462
tt11368494,nm6216421,50429
tt11368534,nm10167645,13831
tt11368548,nm11170185,16114
tt11368548,nm11170142,16113
tt11368548,nm11170141,16112
tt11368550,nm9644641,57599
tt11368696,nm10659968,14978
tt11368998,nm1450132,21799
tt11369420,nm3090497,34386
tt11369540,nm8849637,56242
tt11370050,nm7681866,53952
tt11371418,nm11170974,16117
tt11371418,nm8951373,56426
tt11371418,nm9337463,57138
tt11371946,nm8031806,54649
tt11371970,nm1702781,24025
tt11372102,nm11140320,16061
tt11372110,nm11140320,16061
tt11372306,nm11140320,16061
tt11372308,nm11140320,16061
tt11372320,nm11140320,16061
tt11372516,nm3933278,40616
tt11373066,nm11172052,16119
tt11373310,nm0648649,9198
tt11373840,nm8024513,54629
tt11373840,nm5723643,48891
tt11374034,nm8601690,55816
tt11374160,nm4976533,45821
tt1137436,nm1425041,21520
tt1137437,nm0028220,1102
tt1137448,nm0443702,6512
tt11374498,nm4281289,42541
tt1137450,nm0744834,10300
tt1137455,nm0002989,479
tt1137455,nm0691061,9684
tt1137456,nm2826932,32840
tt11374586,nm4367428,42967
tt1137467,nm2582139,31304
tt1137470,nm0751102,10376
tt1137477,nm0702987,9831
tt1137487,nm1499143,22292
tt11374902,nm12135964,18076
tt11375428,nm2068971,27439
tt11375842,nm8519255,55640
tt11376010,nm2442354,30444
tt11377298,nm0000185,33
tt11377484,nm6065368,49988
tt11377484,nm7533307,53624
tt11377630,nm7421022,53353
tt11377744,nm8704886,56015
tt11377744,nm5011589,45973
tt11377822,nm4050406,41265
tt11377822,nm4141828,41754
tt11378070,nm10327492,14193
tt11378154,nm3341232,36513
tt11378284,nm4701946,44585
tt11378426,nm1975628,26595
tt11378676,nm10268283,14043
tt11378876,nm2584304,31329
tt11378888,nm10051351,13529
tt11378928,nm10885190,15470
tt11379572,nm4714676,44644
tt11379584,nm3268589,35858
tt1137982,nm2171308,28300
tt1137994,nm2092872,27638
tt11379988,nm6815084,51990
tt1137999,nm0556573,8016
tt1138003,nm2781816,32560
tt1138007,nm0134917,2487
tt1138008,nm2284719,29085
tt11380884,nm2550343,31077
tt11381200,nm8386217,55349
tt11381218,nm10121262,13711
tt11382660,nm10280431,14076
tt11382860,nm9649758,57612
tt11383050,nm2736548,32274
tt11383142,nm0289824,4465
tt11383276,nm8156475,54899
tt11383276,nm9285489,57049
tt11384004,nm2289322,29137
tt11384184,\N,0
tt11384328,nm11177210,16129
tt11384400,nm7755223,54092
tt11384400,nm4466029,43500
tt1138442,nm1012219,13713
tt1138457,nm1659911,23699
tt1138478,nm0554076,7986
tt1138481,nm0676577,9505
tt1138489,nm1044494,14459
tt11385066,nm3645591,38731
tt11385078,nm8526249,55652
tt11385128,nm1990335,26740
tt11385336,nm0874096,12004
tt11385478,nm4265368,42467
tt11385670,nm0627492,8914
tt11386020,nm13535870,20419
