imdb_id,budget,revenue,certification,popularity,vote_average,vote_count
tt1564051,0.0,0.0,,0.6000000000000001,4.8,4.0
tt1564363,100000.0,0.0,,3.745,3.5,1.0
tt1564585,10000000.0,66984888.0,PG-13,33.507,4.9510000000000005,1396.0
tt1564916,0.0,0.0,,5.237,6.433,218.0
tt1565958,0.0,0.0,,8.373,6.462,468.0
tt1566001,0.0,0.0,,1.008,5.0,1.0
tt1566029,0.0,0.0,,1.159,4.5,4.0
tt1566550,0.0,0.0,,1.45,5.727,11.0
tt1566645,0.0,0.0,,1.6840000000000002,6.2,3.0
tt1567127,0.0,0.0,,2.835,5.5,4.0
tt1567156,200.0,0.0,R,0.6000000000000001,0.0,0.0
tt1567662,0.0,0.0,,0.73,5.5,4.0
tt1567735,0.0,0.0,,1.653,4.3,6.0
tt1567755,0.0,0.0,PG-13,0.6000000000000001,0.0,0.0
tt1568323,1000000.0,0.0,R,3.768,5.0,18.0
tt1568332,1500000.0,0.0,,2.108,3.6,10.0
tt1568798,200000.0,0.0,R,1.992,3.8,6.0
tt1568802,0.0,0.0,R,2.627,4.5,8.0
tt1568816,600000.0,0.0,,3.146,5.445,55.0
tt1568863,0.0,0.0,,0.84,5.8,5.0
tt1568921,23000000.0,149480483.0,G,31.832,7.614,2368.0
tt1568925,0.0,0.0,R,0.6000000000000001,0.0,0.0
tt1569488,0.0,0.0,,2.326,6.2,10.0
tt1570340,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1570417,0.0,0.0,,1.259,2.0,1.0
tt1570441,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1570577,0.0,0.0,,2.318,4.395,19.0
tt1570594,0.0,0.0,,0.776,5.0,3.0
tt1570619,0.0,0.0,,1.667,2.6790000000000003,28.0
tt1570961,100000.0,0.0,R,0.659,0.0,0.0
tt1570966,0.0,0.0,,3.0,4.614,35.0
tt1570983,0.0,0.0,,0.6000000000000001,3.5,4.0
tt1570989,65000.0,416498.0,NR,6.393,5.9,129.0
tt1571235,12800000.0,0.0,,6.997,5.6,9.0
tt1571402,10000000.0,0.0,,7.203,6.8,249.0
tt1571408,9500.0,0.0,,7.852,4.714,7.0
tt1571409,0.0,0.0,,5.19,6.614,44.0
tt1571724,0.0,0.0,,4.152,6.737,76.0
tt1571739,0.0,0.0,,1.893,3.6,11.0
tt1572168,0.0,0.0,,3.775,5.9030000000000005,31.0
tt1572189,0.0,0.0,,2.758,5.75,4.0
tt1572311,0.0,0.0,,4.877,3.89,73.0
tt1572491,7000000.0,3604598.0,R,9.154,6.646,350.0
tt1572773,0.0,56705.0,,3.714,2.3,3.0
tt1572775,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1572777,250.0,0.0,PG-13,1.558,6.667,3.0
tt1572781,0.0,0.0,,14.401,7.712,184.0
tt1572962,0.0,0.0,,1.417,6.367,15.0
tt1572996,0.0,0.0,,1.183,5.0,3.0
tt1573072,0.0,0.0,,6.246,5.662,102.0
tt1573109,0.0,0.0,,1.533,5.184,19.0
tt1573481,0.0,0.0,,1.002,1.0,1.0
tt1573881,0.0,0.0,,1.857,6.5,2.0
tt1575539,0.0,0.0,R,11.959,7.2,138.0
tt1576360,0.0,0.0,,0.6000000000000001,2.0,1.0
tt1576365,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1576379,0.0,0.0,,0.6000000000000001,3.0,4.0
tt1576382,0.0,0.0,,2.545,6.656,16.0
tt1576440,0.0,0.0,R,6.689,5.5,86.0
tt1576443,0.0,0.0,,0.84,6.4,10.0
tt1576452,0.0,0.0,,0.6000000000000001,5.0,4.0
tt1577050,0.0,0.0,,1.353,4.9,7.0
tt1577064,320020.0,0.0,NR,3.207,3.688,16.0
tt1577072,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1577111,0.0,0.0,,0.84,0.5,1.0
tt1578116,2100000.0,5400000.0,PG,3.401,6.295,39.0
tt1578259,1000000.0,0.0,,1.704,2.8,6.0
tt1578261,2600000.0,427628.0,,2.482,5.894,33.0
tt1578265,0.0,0.0,NR,2.226,4.9,20.0
tt1578582,0.0,0.0,,1.651,2.0,1.0
tt1578856,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1578890,0.0,0.0,,1.043,7.0,3.0
tt1579303,24000.0,0.0,,0.84,0.0,0.0
tt1579396,4000.0,1000.0,,0.683,7.333,3.0
tt1579956,0.0,0.0,,0.6000000000000001,6.0,3.0
tt1580426,1600000.0,0.0,,9.355,5.8,139.0
tt1580704,0.0,0.0,,3.399,5.8,30.0
tt1581336,5000.0,0.0,NR,2.346,4.3,14.0
tt1581634,1800000.0,0.0,,0.6000000000000001,2.8,2.0
tt1581835,0.0,0.0,R,5.548,5.768,136.0
tt1581839,0.0,0.0,,3.21,3.0,17.0
tt1583213,0.0,0.0,PG,2.593,7.083,12.0
tt1583303,0.0,0.0,,2.453,5.9,44.0
tt1583307,0.0,0.0,,0.959,2.3,3.0
tt1583356,0.0,0.0,R,6.76,5.985,101.0
tt1583393,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1583754,0.0,0.0,,0.6000000000000001,5.0,1.0
tt1584131,13400000.0,16700000.0,,1.713,4.731,13.0
tt1584729,0.0,0.0,,1.053,5.4,7.0
tt1584730,0.0,0.0,,3.098,3.2,12.0
tt1584733,0.0,0.0,R,2.741,3.8,17.0
tt1584747,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1585255,0.0,0.0,,3.048,6.1,20.0
tt1585558,0.0,0.0,,1.354,6.806,18.0
tt1586713,0.0,0.0,,1.4,0.0,0.0
tt1587118,0.0,0.0,,2.246,6.471,34.0
tt1587119,0.0,0.0,,2.71,5.3,42.0
tt1587156,0.0,0.0,,13.918,7.0,54.0
tt1587157,2017928.0,0.0,PG,19.777,6.0,85.0
tt1587171,0.0,0.0,,0.6000000000000001,6.0,1.0
tt1587216,0.0,2473891.0,,5.075,7.4,7.0
tt1587419,0.0,0.0,,1.569,6.3,3.0
tt1587431,0.0,0.0,,2.035,5.133,15.0
tt1587666,0.0,0.0,,0.847,0.0,0.0
tt1587668,0.0,0.0,,0.6950000000000001,3.4,10.0
tt1587729,10400000.0,20967660.0,,10.12,7.444,152.0
tt1587811,0.0,0.0,,2.073,5.875,16.0
tt1587839,0.0,0.0,,0.852,3.7,6.0
tt1587865,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1587877,0.0,0.0,,5.787,6.376,694.0
tt1587878,0.0,0.0,,1.129,6.7,15.0
tt1588170,0.0,0.0,,23.48,7.793,2040.0
tt1588310,0.0,0.0,,1.343,0.0,0.0
tt1588335,0.0,0.0,,4.853,6.081,74.0
tt1588337,4000000.0,41424067.0,PG-13,12.603,6.65,303.0
tt1588358,0.0,0.0,,3.173,6.558,26.0
tt1588362,0.0,0.0,R,2.755,4.6,9.0
tt1588396,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1588860,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1588875,2500000.0,622644.0,,5.453,6.235,81.0
tt1588880,0.0,0.0,,1.357,5.9,5.0
tt1588895,0.0,0.0,,12.478,6.647,296.0
tt1589490,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1590089,0.0,0.0,,9.48,7.6,757.0
tt1590095,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1590125,0.0,8910819.0,,3.355,5.4,40.0
tt1590157,0.0,0.0,,3.007,4.9,13.0
tt1590190,0.0,0.0,,0.742,5.0,3.0
tt1590796,0.0,0.0,,9.021,5.6,35.0
tt1590838,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1590941,0.0,0.0,,1.357,3.5,5.0
tt1590962,0.0,0.0,,2.034,4.8,10.0
tt1591095,1500000.0,97009150.0,PG-13,61.858,6.939,5845.0
tt1591123,0.0,0.0,,1.739,5.0,10.0
tt1591505,0.0,15500.0,,0.6980000000000001,4.8,3.0
tt1592139,0.0,0.0,R,1.901,3.4,8.0
tt1592209,0.0,0.0,,0.6000000000000001,4.0,3.0
tt1592247,0.0,0.0,PG-13,2.903,6.667,6.0
tt1592292,400000.0,0.0,,2.313,6.188,24.0
tt1592503,600000.0,0.0,NC-17,4.743,4.7,48.0
tt1592530,0.0,0.0,,0.6000000000000001,8.5,2.0
tt1592858,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1592876,0.0,0.0,,1.949,4.7,3.0
tt1593655,0.0,0.0,,0.6000000000000001,3.0,1.0
tt1593711,0.0,0.0,NR,0.6000000000000001,0.0,0.0
tt1593807,0.0,0.0,,1.294,6.0,2.0
tt1594450,0.0,0.0,,1.4,0.0,0.0
tt1594503,8000000.0,0.0,,8.148,5.5,102.0
tt1594921,0.0,0.0,NC-17,0.758,4.8,10.0
tt1594964,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1595354,0.0,0.0,,3.275,6.6,17.0
tt1595366,1950000.0,12005838.0,,6.8,7.374,139.0
tt1595637,0.0,0.0,PG-13,1.4,4.5,6.0
tt1595639,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1595838,500000.0,0.0,,2.572,4.8,4.0
tt1595844,0.0,0.0,,1.207,0.0,0.0
tt1596352,0.0,0.0,,4.207,6.519,27.0
tt1596722,0.0,0.0,,4.09,3.9,27.0
tt1596771,0.0,0.0,,1.132,4.9,7.0
tt1597033,0.0,0.0,R,4.607,3.889,27.0
tt1597091,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1597135,70000.0,0.0,,0.886,0.0,0.0
tt1598169,0.0,0.0,NR,0.6000000000000001,0.0,0.0
tt1598435,0.0,0.0,,4.645,5.0,1.0
tt1598496,0.0,0.0,,2.272,6.3,25.0
tt1598691,0.0,0.0,,0.999,5.5,2.0
tt1599317,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1599350,0.0,0.0,,0.683,1.7000000000000002,3.0
tt1599913,0.0,0.0,,2.142,5.083,12.0
tt1599975,14734000.0,6775121.0,,8.239,6.376,238.0
tt1600018,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1600202,0.0,0.0,,2.114,4.0,1.0
tt1600383,0.0,0.0,,3.567,5.7,12.0
tt1600417,0.0,0.0,,1.34,4.5,5.0
tt1600419,0.0,0.0,,2.209,6.696,23.0
tt1600524,464229.0,62985.0,NR,8.214,7.2,932.0
tt1600680,0.0,0.0,,0.919,2.0,1.0
tt1600701,0.0,0.0,,4.953,5.316,87.0
tt1601195,0.0,0.0,,0.873,6.0,1.0
tt1601215,0.0,0.0,R,1.49,3.333,12.0
tt1601226,0.0,0.0,,0.6000000000000001,6.0,4.0
tt1601901,0.0,0.0,,0.764,6.3,6.0
tt1602474,0.0,0.0,,2.664,5.167,15.0
tt1602476,1900000.0,5100000.0,,3.804,5.802,43.0
tt1602479,0.0,0.0,,4.579,7.1,49.0
tt1602480,0.0,0.0,,1.4,4.5,2.0
tt1602500,0.0,0.0,,3.651,7.058,43.0
tt1602551,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1602565,0.0,0.0,,0.6000000000000001,8.0,3.0
tt1602572,0.0,0.0,,4.289,7.31,50.0
tt1603273,0.0,0.0,,0.668,5.6,5.0
tt1603370,0.0,0.0,,0.917,0.0,0.0
tt1603395,0.0,0.0,,2.536,5.4,10.0
tt1603444,0.0,0.0,PG,0.84,4.0,2.0
tt1603463,0.0,0.0,,8.511,4.8,6.0
tt1603482,0.0,0.0,,0.6000000000000001,1.0,1.0
tt1603789,0.0,0.0,NR,2.588,5.842,19.0
tt1604070,0.0,0.0,,1.944,5.1,12.0
tt1604115,0.0,0.0,,0.6000000000000001,4.818,11.0
tt1604554,0.0,0.0,,2.323,4.833,3.0
tt1604555,0.0,0.0,,1.236,0.5,1.0
tt1604577,2000000.0,0.0,,2.246,5.5,22.0
tt1604937,0.0,0.0,,0.6000000000000001,6.167,3.0
tt1605644,0.0,0.0,,5.007,0.0,0.0
tt1605765,0.0,0.0,,1.395,6.4,5.0
tt1606215,0.0,0.0,,1.153,4.5,2.0
tt1606599,0.0,0.0,,2.29,6.2,3.0
tt1606703,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1606761,0.0,0.0,,5.228,6.667,21.0
tt1606789,0.0,0.0,,5.466,6.177,65.0
tt1607583,0.0,0.0,NR,3.505,4.5,11.0
tt1608246,2000.0,0.0,,0.67,10.0,1.0
tt1608285,0.0,0.0,,1.5,6.4,8.0
tt1608366,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1608598,0.0,0.0,,1.153,1.0,2.0
tt1608782,0.0,0.0,,1.053,6.6,7.0
tt1609119,0.0,0.0,,0.912,5.6,8.0
tt1609160,0.0,0.0,,16.09,3.786,14.0
tt1609168,3000000.0,12000000.0,,2.737,7.6,46.0
tt1609797,0.0,0.0,,0.623,2.0,1.0
tt1610394,0.0,0.0,,1.402,4.571,14.0
tt1610452,0.0,0.0,,7.023,6.631,103.0
tt1611004,0.0,0.0,,1.172,8.1,7.0
tt1611174,5000.0,1000.0,NR,0.633,9.0,1.0
tt1611211,0.0,0.0,,6.751,6.86,100.0
tt1611823,0.0,0.0,,3.363,6.439,33.0
tt1611827,0.0,0.0,,0.917,0.0,0.0
tt1611907,0.0,0.0,,1.714,3.5,4.0
tt1611913,0.0,0.0,,0.6000000000000001,5.0,1.0
tt1611914,0.0,0.0,,1.328,8.5,2.0
tt1612142,0.0,0.0,,0.806,5.8,5.0
tt1612143,0.0,0.0,,5.476,3.731,13.0
tt1612608,0.0,11081555.0,,6.356,5.314,164.0
tt1612611,0.0,0.0,,1.073,5.5,3.0
tt1612761,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1612768,2000000.0,0.0,,1.053,8.3,3.0
tt1612774,500000.0,98017.0,R,12.528,5.955,828.0
tt1613028,0.0,0.0,,2.412,6.4,10.0
tt1613031,0.0,83686340.0,,11.969,7.1,38.0
tt1613047,0.0,0.0,,1.217,0.0,0.0
tt1614338,0.0,0.0,,0.6000000000000001,9.0,1.0
tt1614408,0.0,0.0,,6.552,6.2,47.0
tt1614981,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1615153,0.0,0.0,,0.678,2.0,1.0
tt1615842,100.0,0.0,,0.628,10.0,1.0
tt1615885,0.0,0.0,NR,3.657,5.5,17.0
tt1615902,0.0,0.0,,1.961,4.1,4.0
tt1615916,0.0,0.0,NR,4.892,6.273,33.0
tt1615917,0.0,0.0,,0.627,2.0,1.0
tt1616092,500000.0,0.0,,1.4,6.0,1.0
tt1616128,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1616194,0.0,0.0,,4.221,5.9,15.0
tt1616203,0.0,0.0,,1.21,7.133,15.0
tt1616543,0.0,0.0,PG,4.185,6.913,23.0
tt1616551,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1617145,0.0,0.0,,3.077,4.4,14.0
tt1617154,0.0,0.0,,0.6000000000000001,1.0,1.0
tt1617172,0.0,0.0,R,4.545,5.604,53.0
tt1617178,0.0,0.0,,2.125,6.7780000000000005,27.0
tt1617239,0.0,0.0,,0.805,0.0,0.0
tt1617244,0.0,0.0,,1.135,8.0,1.0
tt1617250,0.0,0.0,,2.405,5.2,12.0
tt1617620,0.0,0.0,R,6.078,5.2,67.0
tt1617630,0.0,0.0,,0.662,6.0,2.0
tt1618374,0.0,0.0,NR,1.631,6.0,1.0
tt1618390,0.0,0.0,,1.824,3.7,3.0
tt1618421,0.0,0.0,,2.863,6.219,16.0
tt1618444,0.0,0.0,,1.343,0.0,0.0
tt1618450,0.0,0.0,PG,10.895,6.895,100.0
tt1619016,0.0,0.0,,1.476,3.7,5.0
tt1619037,0.0,25.0,,3.397,5.4,19.0
tt1619481,0.0,0.0,,0.623,2.0,1.0
tt1619832,0.0,0.0,,12.027,5.618,17.0
tt1620449,0.0,0.0,G,12.563,5.593,269.0
tt1620466,0.0,0.0,,7.039,6.918,152.0
tt1620549,3500000.0,2294357.0,,2.344,5.333,36.0
tt1620557,0.0,0.0,NC-17,1.5750000000000002,3.9,4.0
tt1620566,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1620604,0.0,0.0,,7.875,5.98,98.0
tt1620620,0.0,0.0,,1.6880000000000002,6.731,13.0
tt1620719,9370000.0,0.0,PG-13,5.802,6.0,130.0
tt1621418,0.0,0.0,,1.344,4.4,5.0
tt1621433,1000000.0,0.0,,0.661,0.0,0.0
tt1621780,0.0,0.0,,1.211,4.2,9.0
tt1621868,0.0,0.0,,0.653,3.2,2.0
tt1621920,0.0,0.0,,0.6000000000000001,8.0,1.0
tt1621947,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1623674,0.0,0.0,,15.64,8.114,35.0
tt1624400,0.0,0.0,,0.637,0.0,0.0
tt1624408,0.0,0.0,,2.273,5.1,11.0
tt1624421,0.0,0.0,,0.6000000000000001,7.5,1.0
tt1624426,0.0,0.0,PG-13,2.8120000000000003,5.7,15.0
tt1625077,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1625134,0.0,0.0,,2.194,5.596,26.0
tt1625328,0.0,0.0,,1.247,3.7,9.0
tt1625562,0.0,0.0,,1.224,4.9,8.0
tt1625563,2000.0,0.0,NR,0.6000000000000001,5.0,4.0
tt1625858,160000.0,0.0,PG-13,0.6000000000000001,0.0,0.0
tt1625887,0.0,0.0,,1.4,5.0,1.0
tt1626240,0.0,0.0,G,1.707,5.0,2.0
tt1627056,0.0,0.0,,0.84,0.0,0.0
tt1627926,4000.0,0.0,R,1.328,3.9,5.0
tt1627942,0.0,0.0,,1.501,5.25,10.0
tt1628038,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1628840,600000.0,0.0,,0.6970000000000001,6.5,2.0
tt1629248,10000.0,100000.0,,0.6000000000000001,0.0,0.0
tt1629251,0.0,0.0,,1.418,6.2,5.0
tt1629284,0.0,0.0,,5.991,7.5,34.0
tt1629295,0.0,0.0,,1.324,6.5,11.0
tt1629372,0.0,0.0,,0.68,6.0,1.0
tt1629377,0.0,0.0,,12.249,5.949,177.0
tt1629708,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1630038,0.0,0.0,,1.213,6.6,4.0
tt1630241,0.0,0.0,,1.26,4.9,12.0
tt1630607,0.0,0.0,,1.105,3.0,6.0
tt1630633,0.0,0.0,,0.6000000000000001,1.9,4.0
tt1630645,0.0,0.0,,0.6000000000000001,5.8,3.0
tt1631330,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1632477,3.0,0.0,,1.93,7.5,22.0
tt1632481,0.0,0.0,NR,3.333,4.5,4.0
tt1632544,125.0,0.0,,7.657,7.2,86.0
tt1632547,0.0,0.0,NR,9.493,6.882,262.0
tt1632705,0.0,0.0,,4.6850000000000005,0.0,0.0
tt1632724,0.0,0.0,,0.71,10.0,1.0
tt1634013,0.0,0.0,,4.152,6.8870000000000005,53.0
tt1634022,0.0,0.0,,1.73,5.2,11.0
tt1634034,0.0,0.0,,1.742,6.0,5.0
tt1634058,150000.0,0.0,,1.135,4.7,5.0
tt1634300,0.0,0.0,,3.436,5.688,24.0
tt1634334,0.0,0.0,,1.157,5.85,10.0
tt1634524,2000000.0,0.0,,3.066,6.203,37.0
tt1634800,0.0,0.0,,0.876,2.7,7.0
tt1636422,0.0,0.0,,0.743,5.4,5.0
tt1636441,0.0,0.0,,1.4,5.6,12.0
tt1636456,0.0,0.0,,0.657,1.0,1.0
tt1636780,0.0,0.0,,12.002,7.5,59.0
tt1636815,0.0,36407407.0,PG-13,11.77,7.021,94.0
tt1636833,0.0,0.0,,1.067,5.4,6.0
tt1637662,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1637674,0.0,0.0,,1.4,1.0,1.0
tt1637679,0.0,0.0,,1.233,6.7,3.0
tt1637687,0.0,0.0,,2.589,5.827,26.0
tt1637691,0.0,0.0,,1.844,5.7,6.0
tt1637694,0.0,0.0,,0.6950000000000001,5.3,3.0
tt1637712,0.0,0.0,,2.97,3.4,8.0
tt1639075,0.0,0.0,,5.566,6.172,29.0
tt1639080,0.0,0.0,,3.672,6.5,8.0
tt1639082,0.0,0.0,G,7.588,4.8,6.0
tt1639403,650000.0,0.0,PG,0.656,0.0,0.0
tt1639426,800000.0,520000.0,R,7.489,7.204,157.0
tt1639857,0.0,0.0,,0.6000000000000001,6.0,1.0
tt1640196,0.0,0.0,NR,0.978,4.0,1.0
tt1640198,0.0,0.0,,0.6000000000000001,8.0,2.0
tt1640220,200.0,0.0,,2.411,3.182,11.0
tt1640408,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1640569,0.0,0.0,,2.276,5.6,5.0
tt1640617,0.0,0.0,,0.958,3.0,1.0
tt1640644,0.0,0.0,,0.743,3.2,5.0
tt1640714,250000.0,0.0,PG,2.987,6.6,19.0
tt1641397,0.0,0.0,,1.261,4.6,7.0
tt1641638,0.0,2708867.0,,1.976,6.77,563.0
tt1642252,0.0,0.0,,10.13,5.1,33.0
tt1644580,260000.0,0.0,R,2.061,0.0,0.0
tt1644600,0.0,0.0,,1.966,0.0,0.0
tt1645042,0.0,0.0,,3.363,5.5,8.0
tt1645043,0.0,0.0,,0.629,0.0,0.0
tt1645129,0.0,0.0,,2.723,5.429,7.0
tt1645134,0.0,0.0,,0.842,5.2,6.0
tt1645138,0.0,0.0,,3.846,0.0,0.0
tt1645774,0.0,15005.0,R,2.175,4.2,9.0
tt1645776,0.0,7269.0,,0.6000000000000001,6.0,4.0
tt1645830,0.0,0.0,,2.026,2.6,4.0
tt1645934,0.0,0.0,G,0.972,0.0,0.0
tt1646111,0.0,0.0,PG-13,3.275,6.4,19.0
tt1646114,0.0,0.0,,3.268,6.6,37.0
tt1646118,0.0,14623.0,NR,1.4,6.333,6.0
tt1646123,0.0,0.0,,1.4,6.571,7.0
tt1646127,0.0,0.0,,2.52,6.079,38.0
tt1646164,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1646208,0.0,0.0,,0.637,2.2,5.0
tt1646214,5532496.0,0.0,,1.891,5.563,16.0
tt1646221,0.0,0.0,,1.531,6.1,12.0
tt1646926,0.0,0.0,PG,18.707,5.6,504.0
tt1646956,0.0,0.0,,1.125,4.5,7.0
tt1646957,0.0,0.0,,1.651,5.5,6.0
tt1646959,700000.0,0.0,,12.317,7.196,319.0
tt1646961,0.0,0.0,NR,1.206,7.0,2.0
tt1646969,0.0,0.0,,0.6920000000000001,5.5,2.0
tt1646974,4600000.0,0.0,,7.873,7.324,255.0
tt1646975,0.0,0.0,,5.864,7.505,93.0
tt1646979,0.0,0.0,,1.345,5.875,12.0
tt1646982,0.0,0.0,,1.023,5.8,6.0
tt1646984,0.0,7042.0,,0.618,5.875,8.0
tt1646985,2000000.0,0.0,,1.469,6.0,16.0
tt1647356,0.0,0.0,,1.896,6.2,4.0
tt1647446,0.0,0.0,,2.159,5.077,13.0
tt1647483,0.0,0.0,R,4.061,5.7,43.0
tt1648024,0.0,0.0,,0.6000000000000001,7.0,1.0
tt1648035,0.0,0.0,,1.632,7.0,2.0
tt1648062,0.0,0.0,,1.889,2.8,10.0
tt1648095,0.0,0.0,,1.512,6.3,8.0
tt1648112,1500000.0,8786756.0,,8.474,6.217,226.0
tt1648216,0.0,0.0,,88.85,7.758,2637.0
tt1649303,0.0,0.0,,2.369,6.25,22.0
tt1649349,0.0,0.0,,0.993,5.9,11.0
tt1649970,0.0,0.0,,1.286,7.0,2.0
tt1650412,0.0,0.0,,0.8170000000000001,2.6,5.0
tt1650433,0.0,0.0,,2.839,2.409,22.0
tt1650516,15000.0,0.0,,2.121,3.944,9.0
tt1651065,0.0,0.0,,1.629,2.5,10.0
tt1651085,30.0,0.0,,0.6000000000000001,0.0,0.0
tt1651143,0.0,0.0,,1.94,5.9350000000000005,23.0
tt1651328,4500000.0,0.0,,6.618,6.319,124.0
tt1651334,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1651507,0.0,0.0,,1.714,6.1,7.0
tt1652333,0.0,0.0,,0.6000000000000001,10.0,1.0
tt1652352,0.0,0.0,,0.6000000000000001,5.0,5.0
tt1653007,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1653649,0.0,0.0,R,2.787,6.3,24.0
tt1653690,0.0,2340363.0,R,21.119,5.982,364.0
tt1653881,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1653911,0.0,0.0,,1.649,6.5,27.0
tt1653913,0.0,0.0,,4.618,6.025,40.0
tt1653916,0.0,0.0,,3.031,6.5,10.0
tt1655400,0.0,9833553.0,,3.01,4.6,8.0
tt1655424,2150000.0,0.0,,3.088,6.8,13.0
tt1655603,2000.0,10454.0,,1.046,10.0,1.0
tt1655614,0.0,0.0,,0.994,5.667,9.0
tt1655618,0.0,0.0,,1.055,7.9,4.0
tt1655628,0.0,0.0,,1.557,6.737,19.0
tt1656179,0.0,0.0,,7.681,5.8,8.0
tt1656634,0.0,0.0,,1.183,4.2,3.0
tt1656652,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1656695,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1657448,0.0,0.0,,1.488,5.8,8.0
tt1657461,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1657470,0.0,0.0,R,0.6000000000000001,0.0,0.0
tt1657480,0.0,0.0,,0.6000000000000001,4.0,1.0
tt1657501,0.0,62811.0,,2.1,2.7,3.0
tt1658078,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1659205,0.0,0.0,,0.687,5.8,10.0
tt1659253,0.0,0.0,,2.204,6.2,5.0
tt1659276,0.0,0.0,,0.6000000000000001,7.0,1.0
tt1660362,0.0,0.0,,0.6000000000000001,5.0,1.0
tt1660399,0.0,0.0,,3.566,6.389,9.0
tt1661031,0.0,0.0,,2.126,6.875,24.0
tt1661309,0.0,0.0,,0.843,0.0,0.0
tt1661388,0.0,0.0,,1.387,5.0,5.0
tt1661843,0.0,0.0,,1.093,0.0,0.0
tt1662534,0.0,0.0,,1.379,0.0,0.0
tt1662556,0.0,0.0,,0.6000000000000001,4.0,2.0
tt1662557,0.0,0.0,,7.862,7.547,137.0
tt1662628,0.0,0.0,NR,0.764,3.0,2.0
tt1662634,0.0,0.0,,0.624,5.0,9.0
tt1663140,0.0,0.0,,0.6000000000000001,0.0,0.0
tt1663145,0.0,0.0,PG-13,1.109,5.813,8.0
tt1663158,0.0,12018591.0,,1.769,4.2,2.0
tt1663228,0.0,0.0,,3.679,4.3,3.0
tt1663309,50000.0,0.0,,0.7010000000000001,5.0,1.0
tt1663628,0.0,0.0,,5.975,5.423,52.0
tt1663636,0.0,0.0,,1.449,7.1,22.0
tt1663647,0.0,0.0,,0.6000000000000001,1.75,2.0
tt1663675,0.0,0.0,,1.298,0.0,0.0
tt1663680,0.0,0.0,,4.555,6.244,39.0
tt1663920,0.0,0.0,,3.767,5.6,9.0
tt1663999,0.0,0.0,,1.396,5.7,12.0
tt1664003,0.0,0.0,,0.6000000000000001,0.5,1.0
tt1664034,0.0,0.0,,0.806,0.0,0.0
tt1664641,0.0,0.0,,1.345,4.3,3.0
tt1664684,0.0,0.0,,0.6000000000000001,7.5,2.0
tt1664775,0.0,0.0,,0.6000000000000001,5.8,3.0
tt1664809,390000.0,0.0,,2.36,6.8,17.0
tt1664814,0.0,0.0,,1.411,7.969,16.0
tt1664873,25000.0,0.0,NR,0.6000000000000001,0.0,0.0
tt1664892,0.0,0.0,R,2.446,5.959,37.0
tt1664971,0.0,0.0,,0.772,5.8,4.0
tt1665762,0.0,0.0,,1.4,0.0,0.0
tt1666165,0.0,0.0,,0.923,6.1,7.0
tt1666186,20000000.0,80547866.0,PG-13,16.147,4.224,1085.0
tt1666300,0.0,0.0,,0.733,5.9,11.0
tt1666308,0.0,0.0,,2.115,6.9,8.0
tt1666555,0.0,0.0,,1.76,4.0,1.0
tt1666700,0.0,0.0,,4.65,4.92,25.0
tt1666710,0.0,0.0,,1.091,5.0,6.0
