certification,budget,revenue,imdb_id
,,,0
PG-13,40000000.0,55707400.0,tt0223897
,0.0,0.0,tt0223911
R,0.0,0.0,tt0223954
,0.0,0.0,tt0224050
,0.0,0.0,tt0224084
R,0.0,0.0,tt0224086
,0.0,0.0,tt0224394
PG-13,0.0,0.0,tt0224578
R,0.0,0.0,tt0224626
,0.0,0.0,tt0224755
R,53000000.0,29700000.0,tt0225071
,0.0,0.0,tt0225196
R,0.0,0.0,tt0225828
R,0.0,0.0,tt0226094
,0.0,0.0,tt0226198
,0.0,0.0,tt0226225
,0.0,0.0,tt0226238
,0.0,0.0,tt0226351
,0.0,0.0,tt0226430
NR,0.0,0.0,tt0226498
,0.0,0.0,tt0226708
,0.0,0.0,tt0226935
R,5000000.0,5476060.0,tt0227005
,5200000.0,5900000.0,tt0227194
,0.0,0.0,tt0227200
,0.0,0.0,tt0227224
R,0.0,0.0,tt0227277
R,68000000.0,113580000.0,tt0227445
,0.0,0.0,tt0227458
PG,35000000.0,147934000.0,tt0227538
R,27000000.0,12881600.0,tt0227984
,0.0,0.0,tt0228004
,0.0,0.0,tt0228054
,0.0,0.0,tt0228121
,0.0,0.0,tt0228180
,0.0,0.0,tt0228242
,500000.0,0.0,tt0228277
R,28000000.0,14010800.0,tt0228333
,0.0,0.0,tt0228488
,0.0,0.0,tt0228525
,0.0,0.0,tt0228536
,0.0,0.0,tt0228687
,0.0,0.0,tt0228690
,0.0,0.0,tt0228711
PG,0.0,0.0,tt0228720
R,65000000.0,0.0,tt0228750
R,2365000.0,0.0,tt0228786
,0.0,0.0,tt0228871
R,0.0,0.0,tt0228878
,0.0,0.0,tt0228891
R,0.0,0.0,tt0228977
,0.0,0.0,tt0228982
,0.0,0.0,tt0228992
,0.0,0.0,tt0229002
,0.0,0.0,tt0229003
,0.0,0.0,tt0229021
,0.0,0.0,tt0229211
,0.0,0.0,tt0229226
R,15000000.0,47737100.0,tt0229260
R,2000000.0,1075500.0,tt0229340
R,0.0,0.0,tt0229362
,0.0,0.0,tt0229664
,0.0,0.0,tt0229752
,0.0,0.0,tt0229942
PG,120000000.0,186054000.0,tt0230011
R,0.0,0.0,tt0230025
PG-13,48000000.0,90383200.0,tt0230030
,0.0,5708.0,tt0230169
,0.0,0.0,tt0230183
,0.0,0.0,tt0230189
,0.0,0.0,tt0230252
,0.0,0.0,tt0230308
PG-13,17000000.0,209947000.0,tt0230600
,0.0,0.0,tt0230631
,0.0,0.0,tt0230783
PG-13,40000000.0,65754200.0,tt0230838
,6000000.0,0.0,tt0231001
,0.0,0.0,tt0231138
,0.0,0.0,tt0231153
PG,21150000.0,39438700.0,tt0231402
,0.0,0.0,tt0231496
,0.0,0.0,tt0231615
PG-13,49000000.0,71186500.0,tt0231775
NR,0.0,0.0,tt0231781
,0.0,0.0,tt0231956
,0.0,0.0,tt0231971
,0.0,0.0,tt0232015
,0.0,0.0,tt0232079
,0.0,0.0,tt0232083
,0.0,0.0,tt0232098
,0.0,0.0,tt0232231
,0.0,0.0,tt0232465
PG-13,38000000.0,207284000.0,tt0232500
R,0.0,0.0,tt0232657
NR,0.0,0.0,tt0232957
R,62000000.0,18720200.0,tt0233142
,0.0,0.0,tt0233289
,0.0,0.0,tt0233402
,0.0,0.0,tt0233481
R,0.0,0.0,tt0233569
,0.0,0.0,tt0233600
,0.0,0.0,tt0233656
PG-13,0.0,112521.0,tt0233699
,0.0,0.0,tt0233764
PG,0.0,0.0,tt0233841
,0.0,0.0,tt0233910
,0.0,0.0,tt0233954
,0.0,0.0,tt0234000
,0.0,0.0,tt0234058
,0.0,580372.0,tt0234137
,0.0,0.0,tt0234288
R,6000000.0,2025240.0,tt0234354
,0.0,0.0,tt0234393
,0.0,0.0,tt0234407
,0.0,0.0,tt0234499
PG,0.0,0.0,tt0234570
,3000000.0,0.0,tt0234652
,0.0,0.0,tt0234663
,0.0,671565.0,tt0234805
,0.0,0.0,tt0234811
PG-13,34000000.0,19693900.0,tt0234829
,0.0,0.0,tt0234837
R,0.0,4.0,tt0234853
,0.0,0.0,tt0235079
R,0.0,0.0,tt0235252
R,0.0,0.0,tt0235353
,0.0,0.0,tt0235412
,0.0,645417.0,tt0235497
,0.0,0.0,tt0235547
,0.0,0.0,tt0235606
,0.0,0.0,tt0235618
G,16000000.0,68411300.0,tt0235679
NR,6000000.0,0.0,tt0235712
,0.0,0.0,tt0235807
,0.0,0.0,tt0235953
,0.0,0.0,tt0235982
,0.0,0.0,tt0236019
,0.0,0.0,tt0236026
,0.0,0.0,tt0236027
,0.0,0.0,tt0236034
R,0.0,0.0,tt0236126
R,0.0,0.0,tt0236157
,0.0,0.0,tt0236167
PG-13,22000000.0,0.0,tt0236348
,0.0,0.0,tt0236432
,0.0,0.0,tt0236474
R,57000000.0,147845000.0,tt0236493
,0.0,0.0,tt0236502
,0.0,0.0,tt0236551
,0.0,0.0,tt0236600
R,0.0,0.0,tt0236640
R,21000000.0,28008500.0,tt0236784
,0.0,0.0,tt0237121
,0.0,0.0,tt0237289
,5000.0,0.0,tt0237295
,10000.0,0.0,tt0237320
R,29000000.0,70752900.0,tt0237534
,0.0,8478430.0,tt0237539
R,35000000.0,29419300.0,tt0237572
,1850000.0,0.0,tt0237680
,0.0,0.0,tt0237687
R,0.0,0.0,tt0237706
,0.0,0.0,tt0237865
,0.0,0.0,tt0237994
R,57000000.0,62112900.0,tt0238112
,0.0,0.0,tt0238119
R,0.0,0.0,tt0238137
PG,0.0,0.0,tt0238247
,0.0,0.0,tt0238251
,0.0,0.0,tt0238274
,0.0,0.0,tt0238276
,0.0,0.0,tt0238295
R,0.0,47027.0,tt0238321
,0.0,0.0,tt0238463
,0.0,0.0,tt0238474
R,17000000.0,894844.0,tt0238552
PG,0.0,0.0,tt0238588
R,0.0,0.0,tt0238627
,0.0,0.0,tt0238649
PG,0.0,0.0,tt0238660
,0.0,0.0,tt0238743
,1500000.0,1080000.0,tt0238883
,0.0,1805880.0,tt0238891
PG-13,24000000.0,31600000.0,tt0238948
,0.0,0.0,tt0238994
,0.0,0.0,tt0239020
,0.0,0.0,tt0239060
,0.0,0.0,tt0239224
PG-13,0.0,0.0,tt0239234
,0.0,0.0,tt0239238
,0.0,0.0,tt0239267
NR,0.0,126783.0,tt0239381
,0.0,0.0,tt0239388
PG,60000000.0,93375200.0,tt0239395
,0.0,0.0,tt0239406
,0.0,0.0,tt0239431
,0.0,0.0,tt0239450
,0.0,0.0,tt0239467
,0.0,0.0,tt0239509
,0.0,0.0,tt0239522
,0.0,0.0,tt0239570
,0.0,0.0,tt0239670
,0.0,0.0,tt0239792
PG-13,22000000.0,19351600.0,tt0239948
R,25000000.0,12320400.0,tt0239949
,0.0,0.0,tt0239955
R,1000000.0,2402460.0,tt0239986
PG-13,0.0,0.0,tt0240122
,0.0,0.0,tt0240149
,0.0,0.0,tt0240156
,0.0,0.0,tt0240389
,0.0,0.0,tt0240400
,0.0,0.0,tt0240402
R,0.0,0.0,tt0240419
PG,70000000.0,176104000.0,tt0240462
R,0.0,0.0,tt0240500
,0.0,0.0,tt0240509
R,14000000.0,14343000.0,tt0240515
,0.0,0.0,tt0240585
,0.0,0.0,tt0240659
PG-13,85000000.0,450717000.0,tt0240772
,0.0,0.0,tt0240880
PG-13,28000000.0,77516300.0,tt0240890
NR,0.0,0.0,tt0240913
,0.0,0.0,tt0241079
,0.0,0.0,tt0241142
NR,0.0,0.0,tt0241223
,0.0,0.0,tt0241254
,0.0,0.0,tt0241272
PG-13,25000000.0,152500000.0,tt0241303
,0.0,0.0,tt0241355
,0.0,0.0,tt0241498
,0.0,0.0,tt0241526
PG,125000000.0,976476000.0,tt0241527
,0.0,0.0,tt0241657
,0.0,0.0,tt0241683
,0.0,0.0,tt0241897
,0.0,0.0,tt0242024
R,100000.0,5000000.0,tt0242150
R,0.0,480811.0,tt0242193
R,30000000.0,1198110.0,tt0242252
,0.0,0.0,tt0242337
,0.0,0.0,tt0242380
PG-13,13000000.0,73180700.0,tt0242423
R,50000000.0,79958600.0,tt0242445
,0.0,0.0,tt0242460
R,0.0,0.0,tt0242508
,0.0,0.0,tt0242519
R,0.0,7819850.0,tt0242527
,500000.0,500000.0,tt0242572
R,700000.0,1667190.0,tt0242587
,0.0,0.0,tt0242592
R,0.0,0.0,tt0242716
,0.0,0.0,tt0242746
NR,0.0,326484.0,tt0242795
,0.0,0.0,tt0242994
R,10000000.0,16300000.0,tt0242998
R,0.0,3176880.0,tt0243017
,0.0,0.0,tt0243059
R,20000000.0,0.0,tt0243133
,0.0,0.0,tt0243135
R,25000000.0,281930000.0,tt0243155
,0.0,0.0,tt0243171
,0.0,0.0,tt0243196
,0.0,0.0,tt0243210
,0.0,0.0,tt0243222
R,0.0,0.0,tt0243232
NR,0.0,0.0,tt0243255
,0.0,0.0,tt0243278
,0.0,0.0,tt0243327
PG-13,600000.0,173599.0,tt0243415
,0.0,0.0,tt0243441
,0.0,0.0,tt0243452
,0.0,0.0,tt0243483
,0.0,0.0,tt0243493
NR,0.0,0.0,tt0243508
R,2000000.0,0.0,tt0243554
,0.0,0.0,tt0243575
R,0.0,0.0,tt0243595
R,14000000.0,0.0,tt0243609
R,0.0,0.0,tt0243650
,5000000.0,295206.0,tt0243655
,0.0,0.0,tt0243759
,0.0,0.0,tt0243876
R,0.0,0.0,tt0243885
,0.0,0.0,tt0243889
PG-13,0.0,0.0,tt0243892
,0.0,0.0,tt0243907
,0.0,0.0,tt0243927
R,0.0,0.0,tt0243931
R,8000000.0,0.0,tt0243991
PG-13,35000000.0,13678900.0,tt0244000
,0.0,0.0,tt0244071
,0.0,0.0,tt0244092
,0.0,0.0,tt0244094
,0.0,0.0,tt0244095
R,0.0,0.0,tt0244196
R,102000000.0,147080000.0,tt0244244
,0.0,0.0,tt0244297
,0.0,0.0,tt0244316
,0.0,0.0,tt0244417
,0.0,0.0,tt0244437
,0.0,0.0,tt0244452
R,5000000.0,0.0,tt0244479
,1900000.0,560943.0,tt0244504
R,0.0,0.0,tt0244684
,5000000.0,0.0,tt0244709
,0.0,0.0,tt0244803
,1000000.0,0.0,tt0244870
,0.0,0.0,tt0244884
PG-13,0.0,0.0,tt0244941
PG-13,23000000.0,38689900.0,tt0244970
,0.0,0.0,tt0245036
PG-13,0.0,741394.0,tt0245046
,0.0,0.0,tt0245062
R,7500000.0,0.0,tt0245090
R,0.0,0.0,tt0245095
R,0.0,0.0,tt0245115
R,5000000.0,0.0,tt0245120
,0.0,0.0,tt0245157
,0.0,0.0,tt0245171
R,0.0,0.0,tt0245238
,0.0,0.0,tt0245276
,0.0,0.0,tt0245299
R,0.0,0.0,tt0245317
,0.0,0.0,tt0245348
NR,0.0,0.0,tt0245350
R,0.0,0.0,tt0245356
,0.0,0.0,tt0245407
PG,19000000.0,274925000.0,tt0245429
,0.0,0.0,tt0245501
NR,5000000.0,33616700.0,tt0245574
,0.0,0.0,tt0245582
,0.0,0.0,tt0245634
R,42000000.0,68468000.0,tt0245674
PG-13,17700000.0,30987700.0,tt0245686
R,2000000.0,20908500.0,tt0245712
,0.0,0.0,tt0245724
,0.0,0.0,tt0245759
,0.0,0.0,tt0245799
,0.0,0.0,tt0245825
,0.0,0.0,tt0245837
,0.0,0.0,tt0245866
PG,0.0,1.0,tt0245891
,0.0,0.0,tt0245904
,0.0,0.0,tt0245905
,0.0,0.0,tt0245910
,0.0,0.0,tt0245929
,0.0,0.0,tt0246000
PG,0.0,0.0,tt0246002
R,0.0,0.0,tt0246037
R,0.0,0.0,tt0246072
,0.0,0.0,tt0246108
NR,0.0,0.0,tt0246124
,0.0,0.0,tt0246134
,0.0,0.0,tt0246146
,0.0,0.0,tt0246197
R,0.0,0.0,tt0246228
,0.0,0.0,tt0246266
,0.0,0.0,tt0246268
,0.0,0.0,tt0246278
,600000.0,0.0,tt0246323
R,0.0,0.0,tt0246332
,0.0,0.0,tt0246405
,0.0,0.0,tt0246411
,0.0,0.0,tt0246498
R,9000000.0,252706.0,tt0246500
,0.0,0.0,tt0246514
PG-13,40000000.0,27053800.0,tt0246544
,6000000.0,7500000.0,tt0246578
,0.0,0.0,tt0246593
,0.0,0.0,tt0246628
,0.0,0.0,tt0246730
,0.0,0.0,tt0246765
,0.0,4160480.0,tt0246772
,0.0,0.0,tt0246776
,0.0,0.0,tt0246870
,0.0,0.0,tt0246875
,0.0,0.0,tt0246906
PG-13,0.0,0.0,tt0246965
R,11000000.0,23430800.0,tt0246989
,0.0,0.0,tt0247133
,0.0,0.0,tt0247153
R,0.0,8524530.0,tt0247196
R,1500000.0,1309320.0,tt0247199
R,15000000.0,163169.0,tt0247303
,0.0,0.0,tt0247419
R,1700000.0,0.0,tt0247425
,0.0,0.0,tt0247427
R,0.0,0.0,tt0247512
R,1300000.0,12413900.0,tt0247586
G,37000000.0,165335000.0,tt0247638
,3000000.0,0.0,tt0247645
R,1200000.0,18492400.0,tt0247745
,4000000.0,0.0,tt0247786
,0.0,0.0,tt0247796
,0.0,0.0,tt0247823
,0.0,0.0,tt0247887
,0.0,0.0,tt0247953
,0.0,0.0,tt0247992
,0.0,0.0,tt0248099
,3000000.0,0.0,tt0248103
,0.0,0.0,tt0248126
,200000.0,0.0,tt0248164
,0.0,0.0,tt0248180
,0.0,0.0,tt0248185
,0.0,0.0,tt0248190
,0.0,0.0,tt0248254
,0.0,0.0,tt0248409
,0.0,0.0,tt0248617
,0.0,0.0,tt0248628
NR,0.0,0.0,tt0248661
,107000000.0,87713800.0,tt0248667
R,0.0,0.0,tt0248742
R,0.0,0.0,tt0248845
,0.0,0.0,tt0248925
,0.0,0.0,tt0248966
,0.0,0.0,tt0249081
,0.0,0.0,tt0249082
,0.0,0.0,tt0249086
,0.0,0.0,tt0249110
,0.0,0.0,tt0249172
,0.0,0.0,tt0249238
,0.0,25461.0,tt0249241
,0.0,0.0,tt0249261
R,17000000.0,19000000.0,tt0249371
,0.0,940944.0,tt0249380
,0.0,0.0,tt0249412
,0.0,0.0,tt0249443
PG-13,5000000.0,109280000.0,tt0249462
PG-13,75000000.0,54249300.0,tt0249478
,3000000.0,0.0,tt0249511
NR,0.0,0.0,tt0249538
,0.0,0.0,tt0249624
,0.0,0.0,tt0249757
,0.0,0.0,tt0249868
R,0.0,0.0,tt0249892
PG-13,0.0,0.0,tt0249893
R,0.0,0.0,tt0250081
,0.0,0.0,tt0250125
R,0.0,1051950.0,tt0250202
,0.0,0.0,tt0250214
PG-13,13000000.0,16929100.0,tt0250224
,0.0,13782900.0,tt0250258
R,0.0,0.0,tt0250274
,0.0,28149.0,tt0250282
PG-13,11000000.0,23978400.0,tt0250310
,0.0,0.0,tt0250313
R,3000000.0,10031500.0,tt0250323
,0.0,0.0,tt0250343
R,0.0,0.0,tt0250347
,7000000.0,4720370.0,tt0250371
,0.0,12000000.0,tt0250415
,0.0,0.0,tt0250445
,0.0,0.0,tt0250451
NR,0.0,0.0,tt0250478
,0.0,0.0,tt0250485
,0.0,0.0,tt0250491
PG-13,18000000.0,141775000.0,tt0250494
R,0.0,0.0,tt0250613
R,0.0,0.0,tt0250617
,0.0,0.0,tt0250625
,0.0,0.0,tt0250636
,48000000.0,85498500.0,tt0250687
,0.0,0.0,tt0250690
,0.0,0.0,tt0250716
PG,0.0,0.0,tt0250720
,0.0,0.0,tt0250774
,0.0,0.0,tt0250944
,0.0,0.0,tt0251004
,0.0,0.0,tt0251005
,0.0,0.0,tt0251031
,0.0,0.0,tt0251046
,0.0,0.0,tt0251052
,0.0,0.0,tt0251054
R,0.0,0.0,tt0251057
PG-13,80000000.0,98376300.0,tt0251075
,0.0,0.0,tt0251091
,0.0,0.0,tt0251094
R,0.0,0.0,tt0251110
,0.0,0.0,tt0251174
,0.0,32395.0,tt0251191
,0.0,0.0,tt0251193
,0.0,0.0,tt0251272
,0.0,0.0,tt0251294
,0.0,0.0,tt0251309
,0.0,0.0,tt0251353
,0.0,0.0,tt0251364
,0.0,0.0,tt0251369
,0.0,0.0,tt0251370
R,0.0,0.0,tt0251412
R,0.0,0.0,tt0251415
,0.0,0.0,tt0251422
,0.0,0.0,tt0251433
,0.0,0.0,tt0251661
,0.0,0.0,tt0251696
,2300000.0,10000000.0,tt0251756
PG-13,15000000.0,23000.0,tt0252223
,0.0,0.0,tt0252225
,2.0,0.0,tt0252253
R,15000000.0,0.0,tt0252299
,0.0,0.0,tt0252327
,0.0,0.0,tt0252335
R,0.0,0.0,tt0252445
,0.0,0.0,tt0252480
PG-13,31000000.0,24185800.0,tt0252501
R,35000000.0,28500000.0,tt0252503
,0.0,0.0,tt0252684
,0.0,0.0,tt0252703
R,30000000.0,287554000.0,tt0252866
,0.0,0.0,tt0252884
,0.0,0.0,tt0252963
,0.0,0.0,tt0252985
,0.0,0.0,tt0253056
,0.0,0.0,tt0253063
,0.0,0.0,tt0253104
R,0.0,0.0,tt0253110
R,250000.0,0.0,tt0253114
R,0.0,0.0,tt0253126
PG-13,0.0,0.0,tt0253200
,0.0,0.0,tt0253314
,0.0,0.0,tt0253335
,0.0,0.0,tt0253486
,0.0,0.0,tt0253525
,0.0,0.0,tt0253586
,120000.0,0.0,tt0253700
PG-13,24000000.0,14782700.0,tt0253798
,0.0,0.0,tt0253827
PG-13,0.0,0.0,tt0253840
,0.0,0.0,tt0253842
R,0.0,0.0,tt0254099
R,0.0,0.0,tt0254199
,0.0,0.0,tt0254252
,0.0,0.0,tt0254284
,0.0,0.0,tt0254325
R,0.0,0.0,tt0254334
NR,0.0,7640680.0,tt0254455
,0.0,0.0,tt0254610
PG-13,0.0,0.0,tt0254617
,0.0,0.0,tt0254622
,0.0,0.0,tt0254626
R,3000000.0,9801380.0,tt0254686
,0.0,0.0,tt0254705
,0.0,0.0,tt0254791
,0.0,0.0,tt0255019
G,0.0,0.0,tt0255055
,0.0,0.0,tt0255067
,0.0,0.0,tt0255094
,0.0,0.0,tt0255112
NR,8300000.0,11068800.0,tt0255198
,0.0,0.0,tt0255305
,0.0,0.0,tt0255312
,0.0,0.0,tt0255321
,0.0,0.0,tt0255325
NC-17,0.0,0.0,tt0255476
,50000.0,24963.0,tt0255589
PG-13,0.0,4574760.0,tt0255653
PG-13,22000000.0,84772700.0,tt0255798
R,16000000.0,29381600.0,tt0255819
,0.0,0.0,tt0255909
,4500000.0,6582060.0,tt0256009
,0.0,0.0,tt0256084
,0.0,0.0,tt0256087
NR,0.0,0.0,tt0256103
,0.0,0.0,tt0256127
PG-13,0.0,0.0,tt0256155
,0.0,0.0,tt0256179
,0.0,0.0,tt0256341
R,0.0,0.0,tt0256359
,0.0,0.0,tt0256374
R,0.0,0.0,tt0256375
,0.0,0.0,tt0256378
PG-13,40000000.0,141070000.0,tt0256380
PG-13,0.0,0.0,tt0256524
,0.0,0.0,tt0256531
,0.0,0.0,tt0256587
,0.0,0.0,tt0256630
,0.0,0.0,tt0256666
,0.0,0.0,tt0256692
,0.0,0.0,tt0256757
,0.0,0.0,tt0256856
R,45000000.0,141221000.0,tt0257106
,1500000.0,0.0,tt0257255
,0.0,0.0,tt0257289
,3000000.0,0.0,tt0257408
,0.0,0.0,tt0257497
,0.0,0.0,tt0257721
R,0.0,0.0,tt0257750
,0.0,0.0,tt0257818
,0.0,42250.0,tt0257939
PG-13,0.0,0.0,tt0258038
,0.0,0.0,tt0258127
,0.0,0.0,tt0258210
NR,0.0,0.0,tt0258247
,250000.0,4186930.0,tt0258273
PG-13,0.0,0.0,tt0258470
,0.0,0.0,tt0258489
,0.0,0.0,tt0258501
,0.0,0.0,tt0258562
,0.0,0.0,tt0258635
,0.0,0.0,tt0258761
,0.0,0.0,tt0258827
,0.0,0.0,tt0258834
,77575.0,190441.0,tt0258854
,0.0,0.0,tt0258862
,0.0,0.0,tt0258883
,0.0,0.0,tt0258885
,0.0,0.0,tt0258967
,0.0,0.0,tt0259023
,0.0,0.0,tt0259054
,0.0,0.0,tt0259060
NR,0.0,0.0,tt0259216
,0.0,0.0,tt0259218
,0.0,0.0,tt0259221
NR,0.0,0.0,tt0259255
,0.0,0.0,tt0259289
NR,0.0,0.0,tt0259297
,0.0,0.0,tt0259386
R,0.0,0.0,tt0259393
,0.0,0.0,tt0259424
,0.0,6831.0,tt0259442
R,0.0,0.0,tt0259497
,0.0,0.0,tt0259516
R,68000000.0,203388000.0,tt0259711
,0.0,306737.0,tt0259730
,0.0,0.0,tt0259741
,0.0,0.0,tt0259744
,0.0,0.0,tt0259929
PG,5500000.0,16600000.0,tt0259974
,0.0,0.0,tt0260054
,0.0,0.0,tt0260136
,0.0,0.0,tt0260216
,0.0,0.0,tt0260332
,20000000.0,0.0,tt0260414
,0.0,0.0,tt0260481
,4200000.0,0.0,tt0260522
,0.0,0.0,tt0260688
,0.0,0.0,tt0260731
R,0.0,100420.0,tt0260746
R,50000000.0,100020000.0,tt0260866
,12500000.0,0.0,tt0260991
,0.0,0.0,tt0260992
,0.0,0.0,tt0261000
R,0.0,0.0,tt0261066
,0.0,0.0,tt0261125
,0.0,0.0,tt0261199
,4000000.0,0.0,tt0261311
,0.0,0.0,tt0261326
,0.0,0.0,tt0261375
R,22000000.0,33788200.0,tt0261392
,0.0,0.0,tt0261552
R,0.0,0.0,tt0261652
,0.0,463780.0,tt0261697
,0.0,0.0,tt0261706
,0.0,0.0,tt0261734
,400000.0,43719.0,tt0261755
,0.0,0.0,tt0261800
,0.0,0.0,tt0261959
R,1500000.0,1612260.0,tt0261983
,300000.0,0.0,tt0262196
,0.0,0.0,tt0262213
R,0.0,0.0,tt0262221
,0.0,0.0,tt0262222
,0.0,0.0,tt0262345
,0.0,0.0,tt0262429
,42000.0,241816.0,tt0262432
,0.0,0.0,tt0262462
,1.0,0.0,tt0262560
,0.0,0.0,tt0262690
,0.0,126.0,tt0262699
,0.0,0.0,tt0262774
,0.0,0.0,tt0262828
R,0.0,0.0,tt0262911
,0.0,0.0,tt0262942
,0.0,0.0,tt0263101
G,0.0,0.0,tt0263118
,0.0,0.0,tt0263156
R,0.0,10002.0,tt0263215
,0.0,0.0,tt0263334
R,0.0,0.0,tt0263386
R,10000000.0,59217800.0,tt0263488
,0.0,0.0,tt0263496
NR,0.0,0.0,tt0263657
,0.0,0.0,tt0263667
,0.0,0.0,tt0263671
R,0.0,0.0,tt0263725
,20000000.0,6000000.0,tt0263728
R,0.0,0.0,tt0263746
,0.0,0.0,tt0263971
,0.0,0.0,tt0264079
,0.0,0.0,tt0264319
,0.0,0.0,tt0264335
,0.0,0.0,tt0264355
,0.0,0.0,tt0264425
,4800000.0,0.0,tt0264508
,0.0,0.0,tt0264559
,0.0,0.0,tt0264581
,0.0,0.0,tt0264605
,0.0,0.0,tt0264606
R,11000000.0,17423000.0,tt0264616
R,0.0,0.0,tt0264675
,0.0,0.0,tt0264692
,0.0,0.0,tt0264710
R,1000000.0,10013400.0,tt0264761
,0.0,0.0,tt0264792
R,18000000.0,0.0,tt0264796
,0.0,0.0,tt0264916
,0.0,0.0,tt0264927
,0.0,0.0,tt0265018
PG-13,64400000.0,138191000.0,tt0265029
R,92000000.0,172990000.0,tt0265086
PG-13,50000000.0,33422800.0,tt0265087
,0.0,0.0,tt0265101
R,0.0,0.0,tt0265104
,0.0,0.0,tt0265107
,0.0,0.0,tt0265116
R,0.0,0.0,tt0265118
PG-13,1500000.0,0.0,tt0265171
R,0.0,0.0,tt0265180
,4000000.0,0.0,tt0265198
,0.0,0.0,tt0265221
,0.0,0.0,tt0265226
,6500000.0,2006390.0,tt0265307
R,0.0,0.0,tt0265343
R,0.0,0.0,tt0265357
,0.0,0.0,tt0265496
,0.0,0.0,tt0265581
,0.0,0.0,tt0265611
G,10000000.0,44460800.0,tt0265632
,0.0,0.0,tt0265663
R,21000000.0,71441200.0,tt0265666
,0.0,0.0,tt0265709
R,0.0,0.0,tt0265713
,0.0,0.0,tt0265739
R,0.0,0.0,tt0265752
,0.0,0.0,tt0265773
R,0.0,0.0,tt0265787
,0.0,0.0,tt0265828
,0.0,0.0,tt0265843
,0.0,0.0,tt0265859
R,0.0,0.0,tt0265930
,0.0,0.0,tt0266041
,0.0,0.0,tt0266054
,0.0,0.0,tt0266067
,0.0,0.0,tt0266102
NR,4500000.0,30600000.0,tt0266308
,0.0,0.0,tt0266381
PG-13,7000000.0,3646990.0,tt0266391
R,13500000.0,145969.0,tt0266408
R,0.0,0.0,tt0266449
,1300000.0,0.0,tt0266486
,0.0,0.0,tt0266529
,0.0,0.0,tt0266555
R,0.0,0.0,tt0266629
,0.0,0.0,tt0266634
,0.0,0.0,tt0266703
,0.0,0.0,tt0266705
,0.0,0.0,tt0266719
,0.0,0.0,tt0266821
,0.0,0.0,tt0266824
,0.0,0.0,tt0266870
PG-13,90000000.0,347326000.0,tt0266915
R,115000000.0,143050000.0,tt0266987
,9360460.0,0.0,tt0267044
,15000000.0,1297400.0,tt0267129
R,8000000.0,8826090.0,tt0267287
,0.0,0.0,tt0267336
,0.0,0.0,tt0267414
,0.0,0.0,tt0267427
,0.0,0.0,tt0267440
,0.0,0.0,tt0267490
,500000.0,0.0,tt0267601
,0.0,0.0,tt0267622
,0.0,0.0,tt0267659
,0.0,0.0,tt0267784
R,0.0,0.0,tt0267785
PG-13,49000000.0,72689100.0,tt0267804
,0.0,0.0,tt0267929
,0.0,0.0,tt0267959
R,0.0,0.0,tt0267989
,0.0,0.0,tt0268040
PG-13,1000000.0,852206.0,tt0268200
,0.0,0.0,tt0268219
G,25000000.0,80936200.0,tt0268397
,0.0,0.0,tt0268424
,0.0,0.0,tt0268437
PG-13,0.0,0.0,tt0268548
,0.0,0.0,tt0268579
,0.0,0.0,tt0268581
,0.0,0.0,tt0268636
R,0.0,0.0,tt0268690
,0.0,0.0,tt0268696
,3000000.0,3098920.0,tt0268711
,0.0,0.0,tt0268755
R,1500000.0,0.0,tt0268762
,0.0,0.0,tt0268776
,0.0,0.0,tt0268917
PG-13,60000000.0,313542000.0,tt0268978
PG,72000000.0,37317600.0,tt0268995
,0.0,0.0,tt0269043
,500000.0,0.0,tt0269058
,0.0,0.0,tt0269084
,0.0,0.0,tt0269135
,0.0,0.0,tt0269182
NR,0.0,0.0,tt0269217
,0.0,0.0,tt0269329
R,13000000.0,22390000.0,tt0269341
,0.0,0.0,tt0269356
,0.0,0.0,tt0269376
R,0.0,0.0,tt0269408
,0.0,0.0,tt0269499
,0.0,0.0,tt0269600
,0.0,0.0,tt0269743
,0.0,0.0,tt0269746
,2000000.0,0.0,tt0269763
,0.0,0.0,tt0269771
,0.0,0.0,tt0269792
,0.0,0.0,tt0269839
,0.0,0.0,tt0269856
,0.0,0.0,tt0269876
,0.0,0.0,tt0270021
,0.0,0.0,tt0270059
,0.0,0.0,tt0270104
R,0.0,0.0,tt0270259
R,0.0,0.0,tt0270270
,0.0,0.0,tt0270348
,0.0,0.0,tt0270397
,4800000.0,0.0,tt0270480
,700000.0,0.0,tt0270487
,0.0,0.0,tt0270500
,0.0,0.0,tt0270515
G,0.0,0.0,tt0270560
,0.0,0.0,tt0270569
,0.0,0.0,tt0270845
,0.0,0.0,tt0270880
,0.0,0.0,tt0270918
,0.0,0.0,tt0270919
PG-13,0.0,0.0,tt0270933
,0.0,0.0,tt0271017
,0.0,0.0,tt0271020
R,25000000.0,64437800.0,tt0271027
,0.0,0.0,tt0271029
,0.0,0.0,tt0271053
,0.0,0.0,tt0271193
R,0.0,0.0,tt0271200
,0.0,4903190.0,tt0271383
,0.0,0.0,tt0271436
,0.0,0.0,tt0271538
R,5000000.0,0.0,tt0271543
NR,1200000.0,0.0,tt0271580
,0.0,0.0,tt0271719
,0.0,0.0,tt0271788
,1900000.0,0.0,tt0271809
PG-13,25697400.0,790144.0,tt0271946
,570000.0,0.0,tt0271972
,0.0,0.0,tt0271982
,0.0,0.0,tt0271984
