imdb_id,production_companies_id
tt0234288,25185
tt0234288,22779
tt0234393,24963
tt0234407,11480
tt0234407,10778
tt0234407,2604
tt0234407,3754
tt0234499,24963
tt0234570,23374
tt0234570,19001
tt0234570,11411
tt0234570,19363
tt0234652,18471
tt0234652,103
tt0234663,4008
tt0234663,12380
tt0234663,7274
tt0234805,13427
tt0234805,21224
tt0234811,24963
tt0234837,5217
tt0234837,7236
tt0234853,9324
tt0234853,22544
tt0235079,24963
tt0235252,20240
tt0235353,5116
tt0235547,24963
tt0235618,24963
tt0235679,21752
tt0235679,15959
tt0235679,15682
tt0235679,17130
tt0235679,17131
tt0235679,19970
tt0235712,18678
tt0235953,24963
tt0235982,24963
tt0236019,15538
tt0236019,2807
tt0236019,8511
tt0236019,14280
tt0236019,15549
tt0236027,5634
tt0236027,19242
tt0236027,13343
tt0236034,2164
tt0236034,12020
tt0236034,9901
tt0236034,18181
tt0236167,24963
tt0236432,24963
tt0236502,24963
tt0237121,24963
tt0237539,11136
tt0237539,14786
tt0237680,10031
tt0237706,429
tt0237865,24963
tt0238119,4013
tt0238119,912
tt0238119,21246
tt0238119,2793
tt0238247,24911
tt0238251,19242
tt0238251,15783
tt0238251,19133
tt0238274,15168
tt0238276,24963
tt0238295,1106
tt0238295,3331
tt0238295,11718
tt0238295,22193
tt0238321,18625
tt0238321,7101
tt0238321,1173
tt0238463,24963
